index	starts	ends	content
1	00:02:26.520	00:02:30.250	Good evening. Leading the news this Wednesday, Nicaragua's Sandinista government
2	00:02:30.260	00:02:34.180	declared a unilateral cease-fire in the war against the contras.
3	00:02:34.190	00:02:38.280	The Supreme Court issued two rulings expanding police search powers,
4	00:02:38.290	00:02:41.330	and the space shuttle Atlantis was successfully launched after five
5	00:02:41.340	00:02:44.130	attempts. We'll have details in our News Summary in a
6	00:02:44.140	00:02:48.320	moment. Jim. After the News Summary, Kwame Holman interviews the
7	00:02:48.330	00:02:52.400	defeated President of Nicaragua, Daniel Ortega. We have a debate
8	00:02:52.410	00:02:56.630	over using criminal charges against corporations such as Exxon. The
9	00:02:56.640	00:03:00.210	debaters are lawyers Robert Adler and Richard Samp. And then
10	00:03:00.220	00:03:03.470	two views of a new report on medical malpractice. They
11	00:03:03.480	00:03:06.820	are those of New York State Health Commissioner David Axelrod
12	00:03:06.830	00:03:50.850	and Lawyer Dr. Harvey Wachsman. Nicaragua's Sandinista government today declared
13	00:03:50.860	00:03:55.150	a unilateral cease-fire in the war against the U.S.-backed contras.
14	00:03:55.160	00:03:58.220	President Daniel Ortega said the decision was made to achieve
15	00:03:58.230	00:04:02.350	the immediate de-mobilization of the contras. In an exclusive interview
16	00:04:02.360	00:04:05.790	with the Newshour, Mr. Ortega was asked by Correspondent Kwame
17	00:04:05.800	00:04:08.850	Holman what would be the consequences if the contras did
18	00:04:08.860	00:04:18.570	not disband. That's extremely serious because that threatens all of
19	00:04:18.580	00:04:27.480	the security of the entire country. Well, as long as
20	00:04:27.490	00:04:30.350	I'm President, I'm going to take whatever measures are necessary
21	00:04:30.360	00:04:35.400	in order to ensure the defense of our country and
22	00:04:35.410	00:04:41.280	the security of each and every citizen, because the alternative
23	00:04:41.290	00:04:44.630	would be a civil war. We will have the full
24	00:04:44.640	00:04:47.330	interview with Mr. Ortega after the News Summary. At a
25	00:04:47.340	00:04:51.820	news conference President-elect Violeta Chamorro joined Ortega in calling for
26	00:04:51.830	00:04:54.800	an end to hostilities. She said the causes that started
27	00:04:54.810	00:04:57.660	the civil war have now disappeared and appealed to the
28	00:04:57.670	00:05:01.860	contras to return home peacefully. A contra spokesman in Honduras
29	00:05:01.870	00:05:04.400	said his fighters are ready to discuss this with Mrs.
30	00:05:04.410	00:05:09.810	Chamorro. The spokesman, Alejandro Elsavedo cautioned "Without us here, there
31	00:05:09.820	00:05:12.790	is no one to insist that Ortega step down. But
32	00:05:12.800	00:05:16.250	under the right conditions, we would demobilize sooner." There are
33	00:05:16.260	00:05:20.460	believed to be 10,000 U.S.-backed rebels based in Honduras. In
34	00:05:20.470	00:05:23.680	Washington, Secretary of State Baker said today that the United
35	00:05:23.690	00:05:26.940	States agrees the contras should be disbanded. He made his
36	00:05:26.950	00:05:46.790	comments before a Senate committee. -- We think that with good
37	00:05:46.800	00:05:50.070	will and the support of the international community, the U.N.,
38	00:05:50.080	00:05:53.280	the OAS, and others that this issue can be resolved
39	00:05:53.290	00:05:56.480	and we think it will be resolved. The war is
40	00:05:56.490	00:06:00.910	over, Mr. Chairman, in Nicaragua. Pres. Bush called Soviet Pres.
