index	starts	ends	content
1	00:02:13.730	00:02:16.960	Good evening, I'm Gwen Ifill, Jim Lehrer is off today.
2	00:02:16.970	00:02:20.510	On the NewsHour tonight, Ray Suarez introduces us to three
3	00:02:20.520	00:02:24.430	new faces for the proposed Bush cabinet; we examine the
4	00:02:24.440	00:02:28.870	already contentious fight over the nominee for Attorney General; and
5	00:02:28.880	00:02:32.010	Elizabeth Farnsworth takes us into the middle of the thorny
6	00:02:32.020	00:02:36.300	dispute over Palestinians who want to return to Israel. It
7	00:02:36.310	00:03:23.200	all follows our summary of the news this Tuesday. President-elect
8	00:03:23.210	00:03:26.800	Bush rounded out his cabinet today. He tapped a Democrat,
9	00:03:26.810	00:03:31.400	Commerce Secretary Norman Mineta, to head the Transportation Department. He
10	00:03:31.410	00:03:35.550	also picked former Reagan administration official, Linda Chavez for Labor
11	00:03:35.560	00:03:41.030	Secretary and outgoing Michigan Senator Spencer Abraham as Energy Secretary.
12	00:03:41.040	00:03:43.440	He said his nominees show the kind of leader he
13	00:03:43.450	00:03:47.940	will be. I believe the American people want a President
14	00:03:47.950	00:03:52.440	who seeks the best. People from all walks of life
15	00:03:52.450	00:03:57.950	who are strong, experienced, capable Americans. I'm going to work
16	00:03:57.960	00:04:01.970	with every cabinet member to set a series of goals
17	00:04:01.980	00:04:06.740	for each cabinet, for each area of our government, and
18	00:04:06.750	00:04:09.090	I'll work with the cabinet secretaries to help achieve those
19	00:04:09.100	00:04:13.670	goals. But I fully expect to get...I fully expect
20	00:04:13.680	00:04:19.430	to be given straightforward talk, honest opinion, and I expect
21	00:04:19.440	00:04:21.670	people to work for one thing in mind: That which
22	00:04:21.680	00:04:24.690	is best for America. And I'm proud of this cabinet.
23	00:04:24.700	00:04:27.960	We'll have more about today's cabinet selections right after this
24	00:04:27.970	00:04:32.150	News Summary. Palestinian leader Arafat met with President Clinton at
25	00:04:32.160	00:04:36.020	the White House today. He wanted clarification of U.S. proposals
26	00:04:36.030	00:04:38.840	for a Middle East peace agreement. The proposals would grant
27	00:04:38.850	00:04:44.060	Palestinians partial control in East Jerusalem. But Palestinian refugees would
28	00:04:44.070	00:04:47.280	give up their right to return to Israel. White House
29	00:04:47.290	00:04:50.930	spokesman Jake Siewert said the President hopes for progress before
30	00:04:50.940	00:04:54.080	he leaves office in three weeks. The time is of
31	00:04:54.090	00:04:57.520	the essence here. We have a relatively narrow window of
32	00:04:57.530	00:05:00.840	opportunity, but the President has promised to work up to
33	00:05:00.850	00:05:05.550	the last day, and there's no reason why these negotiations--
34	00:05:05.560	00:05:10.700	if they commence--could not be successful. But ultimately it's
35	00:05:10.710	00:05:14.330	up to the parties to decide to sit down and
36	00:05:14.340	00:05:17.710	to make the hard choices that are involved. In Jerusalem,
37	00:05:17.720	00:05:21.310	Israeli Prime Minister Barak said it was unlikely there would
38	00:05:21.320	00:05:25.460	be any peace accord before the Israeli elections next month.
39	00:05:25.470	00:05:28.680	And the violence in the region continued today. In Gaza,
40	00:05:28.690	00:05:32.900	Israeli troops killed a Palestinian man and wounded seven. And
41	00:05:32.910	00:05:38.270	roadside bombs wounded two Israeli soldiers. There were significant lapses
42	00:05:38.280	00:05:42.560	in U.S. security in the Persian Gulf before the attack
43	00:05:42.570	00:05:45.830	on the U.S.S. "Cole." That's what a Pentagon commission has
44	00:05:45.840	00:05:50.220	concluded, according to reports today by major news organizations. They
45	00:05:50.230	00:05:55.120	cite a communications breakdown between embassies and military commanders. The
46	00:05:55.130	00:05:58.320	"Cole" was ripped by a suicide bomb blast on October
47	00:05:58.330	00:06:02.120	12th, in the port of Aden, Yemen. On Wall Street
48	00:06:02.130	00:06:07.160	today, stocks dropped on continuing fears about lackluster corporate earnings.
49	00:06:07.170	00:06:10.730	The Dow Jones Industrial Average lost 140 points to close
50	00:06:10.740	00:06:16.320	at 10,646. The NASDAQ Index fell 178 points or about
51	00:06:16.330	00:06:21.300	7.2% to close at 2291. That's it for the News
52	00:06:21.310	00:06:25.630	Summary tonight, now it's on to the Bush cabinet choices,
53	00:06:25.640	00:06:30.440	and the Ashcroft controversy, plus the Palestinians' right of return
54	00:06:30.450	00:06:41.860	to Israel. Three new faces for the President-elect's cabinet, one
55	00:06:41.870	00:06:46.250	a Democrat, and to Ray Suarez. The three final cabinet
56	00:06:46.260	00:06:49.230	appointments came late this afternoon at a press conference in
57	00:06:49.240	00:06:53.320	Austin. Mr. Bush's choice to head the Energy Department, Michigan
58	00:06:53.330	00:06:57.600	Senator Spencer Abraham, lost his seat to Democrat Debbie Stabenow
59	00:06:57.610	00:07:02.820	last year. The one-term, 48-year-old Senator is a fiscal conservative
60	00:07:02.830	00:07:07.450	whose grandparents were Lebanese immigrants. Abraham served in the previous
61	00:07:07.460	00:07:11.040	Bush administration as deputy chief of staff to Vice President
62	00:07:11.050	00:07:15.580	Dan Quayle. Many significant Energy Department-related issues face us at
63	00:07:15.590	00:07:20.760	this time, ranging from the adequacy of supply to affordability,
64	00:07:20.770	00:07:23.210	to the development of new technologies, to the issues of
65	00:07:23.220	00:07:27.950	security at our facilities and more. Fortunately, this administration is
66	00:07:27.960	00:07:32.350	comprised of many individuals with incredible expertise in these areas,
67	00:07:32.360	00:07:35.780	and I look forward to helping the President-elect to effectively
68	00:07:35.790	00:07:39.300	address these challenges in the days ahead. Linda Chavez, the
69	00:07:39.310	00:07:43.190	President-elect's pick for Labor Secretary, is the second Hispanic selected
70	00:07:43.200	00:07:46.510	for a cabinet post. Chavez is President of the Center
71	00:07:46.520	00:07:51.220	for Equal Opportunity, a conservative research organization in Washington, DC.
72	00:07:51.230	00:07:54.370	She served as White House Director of Public Liaison and
73	00:07:54.380	00:07:56.720	Director of the U.S. Commission on Civil Rights in the
74	00:07:56.730	00:08:01.750	Reagan administration. She ran for Senate from Maryland in 1986,
75	00:08:01.760	00:08:05.000	but lost. Today, Chavez thanked her father, who was a
76	00:08:05.010	00:08:07.970	house painter, and her mother, who worked in restaurants and
77	00:08:07.980	00:08:12.250	department stores. If I am confirmed as Secretary of Labor,
78	00:08:12.260	00:08:14.990	I intend to keep faith with the men and the
79	00:08:15.000	00:08:18.300	women who still work at jobs like those my parents
80	00:08:18.310	00:08:22.770	held. I hope also to seek out new opportunities to
81	00:08:22.780	00:08:27.200	increase the skills and the productivity of all Americans, to
82	00:08:27.210	00:08:31.040	promote safe working conditions, and to administer the nation's labor
83	00:08:31.050	00:08:36.890	laws. I intend to vigorously enforce the Department's regulations to
84	00:08:36.900	00:08:42.340	guarantee nondiscrimination by federal contractors. And I want to work
85	00:08:42.350	00:08:45.870	with employers to ensure that the Department of Labor assists
86	00:08:45.880	00:08:50.810	the private sector in expanding economic opportunity and job growth.
87	00:08:50.820	00:08:54.870	In naming current Commerce Secretary Norman Mineta to be Transportation
88	00:08:54.880	00:08:59.350	Secretary, President-elect Bush fulfilled a promise to name a Democrat
89	00:08:59.360	00:09:03.380	to his cabinet. President Clinton tapped the 69-year-old Mineta to
90	00:09:03.390	00:09:07.100	be Secretary of Commerce last summer. Mineta was a Senior
91	00:09:07.110	00:09:11.410	Vice President of Transportation Systems and Services at Lockheed Martin.
92	00:09:11.420	00:09:14.630	He served as a Democratic Congressman from California for 20
93	00:09:14.640	00:09:18.950	years, chairing the House Committee on Public Works and Transportation
94	00:09:18.960	00:09:22.740	and the Aviation Subcommittee. Mineta was also the mayor of
95	00:09:22.750	00:09:28.090	San Jose. Over the last year, this country has witnessed
96	00:09:28.100	00:09:33.530	a very hard-fought election, and I was proud to stand
97	00:09:33.540	00:09:37.420	with my party. I have been honored to serve in
98	00:09:37.430	00:09:42.610	President Clinton's cabinet as Secretary of Commerce. I am a
99	00:09:42.620	00:09:49.020	Democrat--with both a small "d" and a large one--
100	00:09:49.030	00:09:52.330	and I am proud of and committed to my party's
101	00:09:52.340	00:09:58.130	principles and its heritage. However, the campaign is over, and
102	00:09:58.140	00:10:03.420	under our constitutional system, a decision has been rendered. And
103	00:10:03.430	00:10:08.030	we are now in the essential transition period when we
104	00:10:08.040	00:10:13.050	move from campaigning to governance. As you have said time
105	00:10:13.060	00:10:18.720	and time again, Mr. President-elect, the challenge before all of
106	00:10:18.730	00:10:24.920	us as Americans, regardless of party affiliation, is to find
107	00:10:24.930	00:10:30.470	those areas where we can build bipartisan consensus on the
108	00:10:30.480	00:10:34.640	policies and the programs that are needed to move this
109	00:10:34.650	00:10:38.080	nation forward. I believe that there is no more fertile
110	00:10:38.090	00:10:43.980	ground for building a bipartisan consensus on what is necessary
111	00:10:43.990	00:10:48.500	and right for our country than in the area of
