GUID,FRAME,SWT-TYPE,SKIPPED,ANNOTATIONS
cpb-aacip-398-57np5q9c,28410,credits,True,no text in image
cpb-aacip-398-57np5q9c,28425,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,28440,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,28455,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,28470,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,28485,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31590,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31605,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31620,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31635,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31650,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31665,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31680,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31695,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31710,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31725,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31740,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31755,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31770,credits,True,DUPLICATE
cpb-aacip-398-57np5q9c,31785,credits,True,DUPLICATE
