GUID,FRAME,SWT-TYPE,SKIPPED,ANNOTATIONS
cpb-aacip-507-rj48p5w80b,51030,credits,False,",PRODUCED BY,LEWIS SILVERMAN
,REPORTER,JUNE CROSS"
cpb-aacip-507-rj48p5w80b,51045,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51060,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51075,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51090,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51105,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51120,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51135,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51150,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51165,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51180,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51195,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51210,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51225,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51240,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51255,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51270,credits,False,",DIRECTED BY,MICK COLGAN"
cpb-aacip-507-rj48p5w80b,51285,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51300,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51315,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51330,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51345,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51360,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51375,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51900,credits,True,not K-V
cpb-aacip-507-rj48p5w80b,51915,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51930,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51945,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51960,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51975,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,51990,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52005,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52020,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52035,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52050,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52065,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52080,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52095,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52110,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52125,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52140,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52155,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52920,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52935,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52950,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52965,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52980,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,52995,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,53010,credits,True,DUPLICATE
cpb-aacip-507-rj48p5w80b,53025,credits,True,DUPLICATE
