GUID,FRAME,SWT-TYPE,SKIPPED,ANNOTATIONS
cpb-aacip-507-862b854459,100920,credits,False,",Deputy Executive Producer,LINDA WINSLOW"
cpb-aacip-507-862b854459,100935,credits,True,DUPLICATE
cpb-aacip-507-862b854459,100950,credits,True,DUPLICATE
cpb-aacip-507-862b854459,100965,credits,True,DUPLICATE
cpb-aacip-507-862b854459,100980,credits,False,",Directed by,DAVID DEUTSCH"
cpb-aacip-507-862b854459,100995,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101010,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101025,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101040,credits,False,",Managing Producer-Denver,PATTI PARSON"
cpb-aacip-507-862b854459,101055,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101070,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101085,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101100,credits,False,",Senior Producer-News,RUSS CLARKSON
,Associate Producers,STEVE BRODY
,Associate Producers,DAVID COLES
,Assignment Editor,DAYNA KERECMAN"
cpb-aacip-507-862b854459,101115,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101130,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101145,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101250,credits,False,",Sr Producer,James A. Trengrove
,Producer,Linda Scott"
cpb-aacip-507-862b854459,101265,credits,False,",Sr Producers:,Jeffrey Brown
,Sr Producers:,Kathleen McCleery
,Reporter:,Brian Gottlieb"
cpb-aacip-507-862b854459,101280,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101295,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101310,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101325,credits,False,",Producer:,Kevin McAndrews"
cpb-aacip-507-862b854459,101550,credits,False,",Associate Director,JANICE BETHEL HUEY
,Technical Director,GREGORY L. KING"
cpb-aacip-507-862b854459,101565,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101580,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101595,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101610,credits,False,",Executive Producer,LESTER M. CRYSTAL"
cpb-aacip-507-862b854459,101625,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101640,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101655,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101670,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101685,credits,False,",A Coproduction of:,MACNEIL/LEHRER PRODUCTIONS & WETA in Association with Thirteen/WNET New York"
cpb-aacip-507-862b854459,101700,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101715,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101730,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101745,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101760,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101775,credits,True,not K-V
cpb-aacip-507-862b854459,101790,credits,True,DUPLICATE
cpb-aacip-507-862b854459,101805,credits,True,DUPLICATE
cpb-aacip-507-862b854459,47430,credits,True,no text in image
cpb-aacip-507-862b854459,47445,credits,True,DUPLICATE
cpb-aacip-507-862b854459,47460,credits,True,DUPLICATE
cpb-aacip-507-862b854459,47475,credits,True,DUPLICATE
cpb-aacip-507-862b854459,47490,credits,True,DUPLICATE
cpb-aacip-507-862b854459,47505,credits,True,DUPLICATE
cpb-aacip-507-862b854459,67950,credits,True,DUPLICATE
cpb-aacip-507-862b854459,67965,credits,True,DUPLICATE
cpb-aacip-507-862b854459,67980,credits,True,DUPLICATE
cpb-aacip-507-862b854459,67995,credits,True,DUPLICATE
cpb-aacip-507-862b854459,68010,credits,True,DUPLICATE
cpb-aacip-507-862b854459,68025,credits,True,DUPLICATE
cpb-aacip-507-862b854459,68040,credits,True,DUPLICATE
cpb-aacip-507-862b854459,68055,credits,True,DUPLICATE
