at,scene-type,skipped,role-fillers
00:27:00.620,credits,True,no text in image
00:27:01.121,credits,False,Managing Editor/Host=Matt Ryan
00:27:01.621,credits,False,Producer/Co-Host=Casey Seiler
00:27:02.122,credits,False,Director=Dave Povero
00:27:02.622,credits,False,
00:27:03.123,credits,False,Editor=Mike Melita|Editor=Matt Ryan
00:27:03.623,credits,False,Studio Camera=Bill Forst*
00:27:04.124,credits,False,Studio Camera*=Bill Forst|Studio Camera*=Dominick Figliomeni
00:27:04.624,credits,False,ENG Camera=Mike Melita
00:27:05.125,credits,False,
00:27:05.625,credits,False,Teleprompter=Leslie Thaxton
00:27:06.126,credits,False,CG Operator=Jayne Robinson*
00:27:06.626,credits,False,CG Operator*=Jayne Robinson
00:27:07.127,credits,False,Production Engineer=David Lastarza
00:27:07.627,credits,False,Audio=Mike Melita
00:27:08.128,credits,False,
00:27:08.628,credits,False,IT Support*=Michael Lumb|IT Support*=Anthony Tassarotti
00:27:09.129,credits,False,Set Design=Creatator
00:27:09.629,credits,False,
00:27:10.130,credits,False,Production Manager=Dominick Figliomeni
00:27:10.630,credits,False,Production Assistance =Ron McGowty|Production Assistance =Ken Girard*
00:27:11.131,credits,False,
00:27:11.631,credits,False,
00:27:12.132,credits,False,Executive in Charge of Production=Paul Hoagland
00:27:12.632,credits,False,
00:27:13.133,credits,False,The Public Broadcasting Stations of New York=WNED Buffalo|The Public Broadcasting Stations of New York=WPRS Watertown*
00:27:13.633,credits,False,
00:27:14.134,credits,False,
00:27:14.634,credits,False,
00:27:15.135,credits,True,not K-V
00:27:15.635,credits,True,DUPLICATE
00:27:16.136,credits,True,DUPLICATE
