at,scene-type,skipped,role-fillers
00:57:54.474,credits,False,Deputy Executive Producer=LINDA WINSLOW
00:57:54.974,credits,True,DUPLICATE
00:57:55.475,credits,True,DUPLICATE
00:57:55.975,credits,True,DUPLICATE
00:57:56.476,credits,True,DUPLICATE
00:57:56.976,credits,True,DUPLICATE
00:58:01.481,credits,False,Managing Producer-Washington=GREGG RAMSHAW|Managing Producer-Denver=PATTI PARSON
00:58:01.981,credits,True,DUPLICATE
00:58:02.482,credits,True,DUPLICATE
00:58:02.982,credits,True,DUPLICATE
00:58:03.483,credits,True,DUPLICATE
00:58:03.983,credits,False,Support and research assistance for the Health Policy Unit provided by=The Henry J. Kaiser Family Foundation
00:58:16.496,credits,False,Associate Director=STEVE HOWARD|Technical Director=GREGORY L. KING
00:58:16.996,credits,True,DUPLICATE
00:58:17.497,credits,True,DUPLICATE
00:58:17.997,credits,True,DUPLICATE
00:58:18.498,credits,False,Executive Producer=LESTER M. CRYSTAL
00:58:18.998,credits,True,DUPLICATE
00:58:19.499,credits,True,DUPLICATE
00:58:20.000,credits,False,A Coproduction of:=MacNEIL/LEHRER PRODUCTIONS & WETA in Association with WNET/13
00:58:20.500,credits,True,not K-V
00:58:21.001,credits,True,DUPLICATE
00:58:21.501,credits,True,DUPLICATE
00:58:22.002,credits,True,no text in image
00:24:16.456,credits,True,no text in image
00:24:16.956,credits,True,DUPLICATE
00:24:17.457,credits,True,DUPLICATE
00:24:17.957,credits,True,DUPLICATE
00:24:18.458,credits,True,DUPLICATE
00:24:18.958,credits,True,DUPLICATE
00:24:19.459,credits,True,DUPLICATE
00:24:19.959,credits,True,DUPLICATE
00:24:20.460,credits,True,DUPLICATE
00:24:20.960,credits,True,DUPLICATE
00:24:21.461,credits,True,DUPLICATE
00:24:21.961,credits,True,DUPLICATE
00:26:15.575,credits,True,DUPLICATE
00:26:16.076,credits,True,DUPLICATE
00:26:16.576,credits,True,DUPLICATE
00:26:17.077,credits,True,DUPLICATE
00:26:17.577,credits,True,DUPLICATE
00:26:18.078,credits,True,DUPLICATE
00:26:18.578,credits,True,DUPLICATE
00:26:19.079,credits,True,DUPLICATE
00:27:04.624,credits,True,DUPLICATE
00:27:05.125,credits,True,DUPLICATE
00:27:05.625,credits,True,DUPLICATE
00:27:06.126,credits,True,DUPLICATE
00:27:06.626,credits,True,DUPLICATE
00:27:07.127,credits,True,DUPLICATE
00:27:07.627,credits,True,DUPLICATE
00:27:08.128,credits,True,DUPLICATE
00:36:33.193,credits,True,DUPLICATE
00:36:33.693,credits,True,DUPLICATE
00:36:34.194,credits,True,DUPLICATE
00:36:34.694,credits,True,DUPLICATE
00:36:35.195,credits,True,DUPLICATE
00:36:35.695,credits,True,DUPLICATE
00:52:52.172,credits,True,not K-V
00:52:52.672,credits,True,DUPLICATE
00:52:53.173,credits,True,DUPLICATE
00:52:53.673,credits,True,DUPLICATE
00:52:54.174,credits,True,DUPLICATE
00:52:54.674,credits,True,DUPLICATE
00:52:55.175,credits,True,DUPLICATE
00:52:55.675,credits,True,DUPLICATE
00:52:56.176,credits,True,DUPLICATE
00:52:56.676,credits,True,DUPLICATE
00:52:57.177,credits,True,DUPLICATE
00:52:57.677,credits,True,DUPLICATE
00:52:58.178,credits,True,DUPLICATE
00:52:58.678,credits,True,DUPLICATE
00:52:59.179,credits,True,DUPLICATE
00:52:59.679,credits,True,DUPLICATE
00:55:26.326,credits,True,no text in image
00:55:26.826,credits,True,DUPLICATE
00:55:27.327,credits,True,DUPLICATE
00:55:27.827,credits,True,DUPLICATE
00:55:28.328,credits,True,DUPLICATE
00:55:28.828,credits,True,DUPLICATE
00:55:29.329,credits,True,DUPLICATE
00:55:29.829,credits,True,DUPLICATE
00:55:30.330,credits,True,DUPLICATE
00:55:30.830,credits,True,DUPLICATE
00:55:31.331,credits,True,DUPLICATE
00:55:31.831,credits,True,DUPLICATE
00:55:32.332,credits,True,DUPLICATE
00:55:32.832,credits,True,DUPLICATE
00:55:33.333,credits,True,DUPLICATE
00:55:33.833,credits,True,DUPLICATE
