GUID,FRAME,SKIPPED,ANNOTATIONS
cpb-aacip-901dfeea4db,1020,True,no text in image
cpb-aacip-901dfeea4db,1035,True,DUPLICATE
cpb-aacip-901dfeea4db,1050,True,DUPLICATE
cpb-aacip-901dfeea4db,1065,True,DUPLICATE
cpb-aacip-901dfeea4db,107340,True,DUPLICATE
cpb-aacip-901dfeea4db,107355,True,DUPLICATE
cpb-aacip-901dfeea4db,107370,True,DUPLICATE
cpb-aacip-901dfeea4db,107385,True,DUPLICATE
cpb-aacip-901dfeea4db,107400,True,DUPLICATE
cpb-aacip-901dfeea4db,107415,True,DUPLICATE
cpb-aacip-901dfeea4db,107430,True,DUPLICATE
cpb-aacip-901dfeea4db,107445,True,DUPLICATE
cpb-aacip-901dfeea4db,107460,True,DUPLICATE
cpb-aacip-901dfeea4db,107475,True,DUPLICATE
cpb-aacip-901dfeea4db,107490,True,not K-V
cpb-aacip-901dfeea4db,107505,True,DUPLICATE
cpb-aacip-901dfeea4db,107520,True,DUPLICATE
cpb-aacip-901dfeea4db,107535,True,DUPLICATE
cpb-aacip-901dfeea4db,107550,True,no text in image
cpb-aacip-901dfeea4db,107565,True,DUPLICATE
cpb-aacip-901dfeea4db,107580,True,DUPLICATE
cpb-aacip-901dfeea4db,107595,True,DUPLICATE
cpb-aacip-901dfeea4db,107610,True,DUPLICATE
cpb-aacip-901dfeea4db,107625,False,",WRITTEN AND PRODUCED BY,MAYA ANGELOU"
cpb-aacip-901dfeea4db,107640,True,DUPLICATE
cpb-aacip-901dfeea4db,107655,True,DUPLICATE
cpb-aacip-901dfeea4db,107670,True,DUPLICATE
cpb-aacip-901dfeea4db,107685,True,DUPLICATE
cpb-aacip-901dfeea4db,107700,True,DUPLICATE
cpb-aacip-901dfeea4db,107715,True,no text in image
cpb-aacip-901dfeea4db,107730,True,DUPLICATE
cpb-aacip-901dfeea4db,107745,True,DUPLICATE
cpb-aacip-901dfeea4db,107760,True,DUPLICATE
cpb-aacip-901dfeea4db,107775,True,DUPLICATE
cpb-aacip-901dfeea4db,107790,True,DUPLICATE
cpb-aacip-901dfeea4db,107805,False,",DIRECTED BY,ROBERT HAGOPIAN"
cpb-aacip-901dfeea4db,107820,True,DUPLICATE
cpb-aacip-901dfeea4db,107835,True,DUPLICATE
cpb-aacip-901dfeea4db,107850,True,DUPLICATE
cpb-aacip-901dfeea4db,107865,True,DUPLICATE
cpb-aacip-901dfeea4db,107880,True,DUPLICATE
cpb-aacip-901dfeea4db,107895,True,no text in image
cpb-aacip-901dfeea4db,107910,True,DUPLICATE
cpb-aacip-901dfeea4db,107925,True,DUPLICATE
cpb-aacip-901dfeea4db,107940,True,DUPLICATE
cpb-aacip-901dfeea4db,107955,True,DUPLICATE
cpb-aacip-901dfeea4db,1080,True,DUPLICATE
cpb-aacip-901dfeea4db,1095,True,DUPLICATE
cpb-aacip-901dfeea4db,1110,True,DUPLICATE
cpb-aacip-901dfeea4db,1125,True,DUPLICATE
cpb-aacip-901dfeea4db,1260,True,not K-V
cpb-aacip-901dfeea4db,1275,True,DUPLICATE
cpb-aacip-901dfeea4db,1290,True,DUPLICATE
cpb-aacip-901dfeea4db,1305,True,DUPLICATE
cpb-aacip-901dfeea4db,1320,True,DUPLICATE
cpb-aacip-901dfeea4db,1335,True,DUPLICATE
cpb-aacip-901dfeea4db,1350,True,DUPLICATE
cpb-aacip-901dfeea4db,1365,True,DUPLICATE
cpb-aacip-901dfeea4db,1380,True,DUPLICATE
cpb-aacip-901dfeea4db,1395,True,no text in image
cpb-aacip-901dfeea4db,1410,True,DUPLICATE
cpb-aacip-901dfeea4db,1425,True,DUPLICATE
cpb-aacip-901dfeea4db,1440,True,DUPLICATE
cpb-aacip-901dfeea4db,1455,True,DUPLICATE
cpb-aacip-901dfeea4db,1470,True,DUPLICATE
cpb-aacip-901dfeea4db,1485,True,DUPLICATE
cpb-aacip-901dfeea4db,1500,True,DUPLICATE
cpb-aacip-901dfeea4db,1515,True,DUPLICATE
cpb-aacip-901dfeea4db,1530,True,DUPLICATE
cpb-aacip-901dfeea4db,1545,True,DUPLICATE
cpb-aacip-901dfeea4db,1560,True,DUPLICATE
cpb-aacip-901dfeea4db,1575,True,DUPLICATE
cpb-aacip-901dfeea4db,1590,True,DUPLICATE
cpb-aacip-901dfeea4db,1605,True,not K-V
cpb-aacip-901dfeea4db,1620,True,DUPLICATE
cpb-aacip-901dfeea4db,1635,True,DUPLICATE
cpb-aacip-901dfeea4db,1650,True,DUPLICATE
cpb-aacip-901dfeea4db,1665,True,DUPLICATE
cpb-aacip-901dfeea4db,1680,True,DUPLICATE
cpb-aacip-901dfeea4db,1695,True,DUPLICATE
cpb-aacip-901dfeea4db,1710,True,DUPLICATE
cpb-aacip-901dfeea4db,1725,True,no text in image
cpb-aacip-901dfeea4db,1740,True,DUPLICATE
cpb-aacip-901dfeea4db,1755,True,DUPLICATE
cpb-aacip-901dfeea4db,1770,True,DUPLICATE
cpb-aacip-901dfeea4db,1785,True,DUPLICATE
cpb-aacip-901dfeea4db,1800,True,DUPLICATE
cpb-aacip-901dfeea4db,1815,True,DUPLICATE
cpb-aacip-901dfeea4db,1830,True,DUPLICATE
cpb-aacip-901dfeea4db,1845,True,DUPLICATE
cpb-aacip-901dfeea4db,1860,True,DUPLICATE
cpb-aacip-901dfeea4db,1875,True,DUPLICATE
cpb-aacip-901dfeea4db,1890,True,DUPLICATE
cpb-aacip-901dfeea4db,1905,True,DUPLICATE
cpb-aacip-901dfeea4db,1920,True,DUPLICATE
cpb-aacip-901dfeea4db,1935,True,DUPLICATE
cpb-aacip-901dfeea4db,1950,True,DUPLICATE
cpb-aacip-901dfeea4db,1965,True,DUPLICATE
cpb-aacip-901dfeea4db,1980,True,DUPLICATE
cpb-aacip-901dfeea4db,1995,True,DUPLICATE
cpb-aacip-901dfeea4db,2130,True,DUPLICATE
cpb-aacip-901dfeea4db,2145,True,DUPLICATE
cpb-aacip-901dfeea4db,2160,True,DUPLICATE
cpb-aacip-901dfeea4db,2175,True,DUPLICATE
cpb-aacip-901dfeea4db,2190,True,DUPLICATE
cpb-aacip-901dfeea4db,2205,True,DUPLICATE
cpb-aacip-901dfeea4db,2220,True,DUPLICATE
cpb-aacip-901dfeea4db,2235,True,DUPLICATE
cpb-aacip-901dfeea4db,2250,True,DUPLICATE
cpb-aacip-901dfeea4db,2265,True,DUPLICATE
cpb-aacip-901dfeea4db,57660,True,DUPLICATE
cpb-aacip-901dfeea4db,57675,True,DUPLICATE
cpb-aacip-901dfeea4db,57690,True,DUPLICATE
cpb-aacip-901dfeea4db,57705,True,DUPLICATE
cpb-aacip-901dfeea4db,57720,True,DUPLICATE
cpb-aacip-901dfeea4db,57735,True,DUPLICATE
cpb-aacip-901dfeea4db,57750,True,DUPLICATE
cpb-aacip-901dfeea4db,57765,True,DUPLICATE
cpb-aacip-901dfeea4db,57780,True,DUPLICATE
cpb-aacip-901dfeea4db,57795,True,DUPLICATE
cpb-aacip-901dfeea4db,57810,True,DUPLICATE
cpb-aacip-901dfeea4db,57825,True,DUPLICATE
cpb-aacip-901dfeea4db,57870,True,DUPLICATE
cpb-aacip-901dfeea4db,57885,True,DUPLICATE
cpb-aacip-901dfeea4db,57900,True,DUPLICATE
cpb-aacip-901dfeea4db,57915,True,DUPLICATE
cpb-aacip-901dfeea4db,57930,True,DUPLICATE
cpb-aacip-901dfeea4db,57945,True,DUPLICATE
cpb-aacip-901dfeea4db,57960,True,DUPLICATE
cpb-aacip-901dfeea4db,57975,True,DUPLICATE
cpb-aacip-901dfeea4db,57990,True,DUPLICATE
cpb-aacip-901dfeea4db,58005,True,DUPLICATE
cpb-aacip-901dfeea4db,58020,True,DUPLICATE
cpb-aacip-901dfeea4db,58035,True,DUPLICATE
cpb-aacip-901dfeea4db,58050,True,DUPLICATE
cpb-aacip-901dfeea4db,58065,True,DUPLICATE
cpb-aacip-901dfeea4db,58080,True,DUPLICATE
cpb-aacip-901dfeea4db,58095,True,DUPLICATE
cpb-aacip-901dfeea4db,58110,True,DUPLICATE
cpb-aacip-901dfeea4db,58125,True,DUPLICATE
cpb-aacip-901dfeea4db,58140,True,DUPLICATE
cpb-aacip-901dfeea4db,58155,True,DUPLICATE
cpb-aacip-901dfeea4db,58170,True,DUPLICATE
cpb-aacip-901dfeea4db,58185,True,DUPLICATE
cpb-aacip-901dfeea4db,58200,True,DUPLICATE
cpb-aacip-901dfeea4db,58215,True,DUPLICATE
cpb-aacip-901dfeea4db,58230,True,DUPLICATE
cpb-aacip-901dfeea4db,58245,True,DUPLICATE
cpb-aacip-901dfeea4db,58260,True,DUPLICATE
cpb-aacip-901dfeea4db,58275,True,DUPLICATE
cpb-aacip-901dfeea4db,58290,True,DUPLICATE
cpb-aacip-901dfeea4db,58305,True,DUPLICATE
cpb-aacip-901dfeea4db,59100,True,DUPLICATE
cpb-aacip-901dfeea4db,59115,True,DUPLICATE
cpb-aacip-901dfeea4db,59130,True,DUPLICATE
cpb-aacip-901dfeea4db,59145,True,DUPLICATE
cpb-aacip-901dfeea4db,59160,True,DUPLICATE
cpb-aacip-901dfeea4db,59175,True,DUPLICATE
cpb-aacip-901dfeea4db,59220,True,DUPLICATE
cpb-aacip-901dfeea4db,59235,True,DUPLICATE
cpb-aacip-901dfeea4db,59250,True,DUPLICATE
cpb-aacip-901dfeea4db,59265,True,DUPLICATE
cpb-aacip-901dfeea4db,59280,True,DUPLICATE
cpb-aacip-901dfeea4db,59295,True,DUPLICATE
cpb-aacip-901dfeea4db,59310,True,DUPLICATE
cpb-aacip-901dfeea4db,59325,True,DUPLICATE
cpb-aacip-901dfeea4db,59340,True,DUPLICATE
cpb-aacip-901dfeea4db,59355,True,DUPLICATE
cpb-aacip-901dfeea4db,59370,True,DUPLICATE
cpb-aacip-901dfeea4db,59385,True,DUPLICATE
cpb-aacip-901dfeea4db,59520,True,DUPLICATE
cpb-aacip-901dfeea4db,59535,True,DUPLICATE
cpb-aacip-901dfeea4db,59550,True,DUPLICATE
cpb-aacip-901dfeea4db,59565,True,DUPLICATE
cpb-aacip-901dfeea4db,59580,True,DUPLICATE
cpb-aacip-901dfeea4db,59595,True,DUPLICATE
cpb-aacip-901dfeea4db,59730,True,DUPLICATE
cpb-aacip-901dfeea4db,59745,True,DUPLICATE
cpb-aacip-901dfeea4db,59760,True,DUPLICATE
cpb-aacip-901dfeea4db,59775,True,DUPLICATE
cpb-aacip-901dfeea4db,59790,True,DUPLICATE
cpb-aacip-901dfeea4db,59805,True,DUPLICATE
cpb-aacip-901dfeea4db,59820,True,DUPLICATE
cpb-aacip-901dfeea4db,59835,True,DUPLICATE
cpb-aacip-901dfeea4db,60450,True,DUPLICATE
cpb-aacip-901dfeea4db,60465,True,DUPLICATE
cpb-aacip-901dfeea4db,60480,True,DUPLICATE
cpb-aacip-901dfeea4db,60495,True,DUPLICATE
cpb-aacip-901dfeea4db,60510,True,DUPLICATE
cpb-aacip-901dfeea4db,60525,True,DUPLICATE
cpb-aacip-901dfeea4db,60540,True,DUPLICATE
cpb-aacip-901dfeea4db,60555,True,DUPLICATE
cpb-aacip-901dfeea4db,60570,True,DUPLICATE
cpb-aacip-901dfeea4db,60585,True,DUPLICATE
cpb-aacip-901dfeea4db,60690,True,DUPLICATE
cpb-aacip-901dfeea4db,60705,True,DUPLICATE
cpb-aacip-901dfeea4db,60720,True,DUPLICATE
cpb-aacip-901dfeea4db,60735,True,DUPLICATE
cpb-aacip-901dfeea4db,60750,True,DUPLICATE
cpb-aacip-901dfeea4db,60765,True,DUPLICATE
cpb-aacip-901dfeea4db,60780,True,DUPLICATE
cpb-aacip-901dfeea4db,60795,True,DUPLICATE
cpb-aacip-901dfeea4db,60810,True,DUPLICATE
cpb-aacip-901dfeea4db,60825,True,DUPLICATE
cpb-aacip-901dfeea4db,60840,True,DUPLICATE
cpb-aacip-901dfeea4db,60855,True,DUPLICATE
cpb-aacip-901dfeea4db,60870,True,DUPLICATE
cpb-aacip-901dfeea4db,60885,True,DUPLICATE
cpb-aacip-901dfeea4db,60900,True,DUPLICATE
cpb-aacip-901dfeea4db,60915,True,DUPLICATE
cpb-aacip-901dfeea4db,60930,True,DUPLICATE
cpb-aacip-901dfeea4db,60945,True,DUPLICATE
cpb-aacip-901dfeea4db,60960,True,DUPLICATE
cpb-aacip-901dfeea4db,60975,True,DUPLICATE
cpb-aacip-901dfeea4db,87030,True,DUPLICATE
cpb-aacip-901dfeea4db,87045,True,DUPLICATE
cpb-aacip-901dfeea4db,87060,True,DUPLICATE
cpb-aacip-901dfeea4db,87075,True,DUPLICATE
cpb-aacip-901dfeea4db,87090,True,DUPLICATE
cpb-aacip-901dfeea4db,87105,True,DUPLICATE
cpb-aacip-901dfeea4db,87120,True,DUPLICATE
cpb-aacip-901dfeea4db,87135,True,DUPLICATE
cpb-aacip-901dfeea4db,87150,True,DUPLICATE
cpb-aacip-901dfeea4db,87165,True,DUPLICATE
cpb-aacip-901dfeea4db,87180,True,DUPLICATE
cpb-aacip-901dfeea4db,87195,True,DUPLICATE
cpb-aacip-901dfeea4db,87540,True,DUPLICATE
cpb-aacip-901dfeea4db,87555,True,DUPLICATE
cpb-aacip-901dfeea4db,87570,True,DUPLICATE
cpb-aacip-901dfeea4db,87585,True,DUPLICATE
cpb-aacip-901dfeea4db,87600,True,DUPLICATE
cpb-aacip-901dfeea4db,87615,True,DUPLICATE
cpb-aacip-901dfeea4db,87630,True,DUPLICATE
cpb-aacip-901dfeea4db,87645,True,DUPLICATE
