GUID,FRAME,SWT-TYPE,SKIPPED,ANNOTATIONS
cpb-aacip-901dfeea4db,1020,credits,True,no text in image
cpb-aacip-901dfeea4db,1035,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,1050,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,1065,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107340,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107355,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107370,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107385,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107400,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107415,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107430,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107445,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107460,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107475,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107490,credits,True,not K-V
cpb-aacip-901dfeea4db,107505,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107520,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107535,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107550,credits,True,no text in image
cpb-aacip-901dfeea4db,107565,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107580,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107595,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107610,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107625,credits,False,",WRITTEN AND PRODUCED BY,MAYA ANGELOU"
cpb-aacip-901dfeea4db,107640,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107655,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107670,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107685,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107700,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107715,credits,True,no text in image
cpb-aacip-901dfeea4db,107730,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107745,credits,True,DUPLICATE
cpb-aacip-901dfeea4db,107760,credits,True,DUPLICATE
