at,scene-type,skipped,role-fillers
00:56:34.394,credits,True,DUPLICATE
00:56:34.894,credits,True,DUPLICATE
00:56:35.395,credits,True,DUPLICATE
00:56:35.895,credits,True,DUPLICATE
00:56:36.396,credits,True,DUPLICATE
00:56:36.896,credits,True,DUPLICATE
00:56:37.397,credits,True,DUPLICATE
00:56:37.897,credits,True,DUPLICATE
00:56:38.398,credits,True,DUPLICATE
00:56:38.898,credits,True,DUPLICATE
00:56:39.399,credits,True,DUPLICATE
00:56:39.899,credits,True,DUPLICATE
00:56:44.404,credits,True,DUPLICATE
00:56:44.904,credits,True,DUPLICATE
00:56:45.405,credits,True,DUPLICATE
00:56:45.905,credits,True,DUPLICATE
00:56:46.406,credits,True,DUPLICATE
00:56:46.906,credits,True,DUPLICATE
00:57:39.459,credits,True,not K-V
00:57:39.959,credits,True,DUPLICATE
00:57:40.460,credits,True,DUPLICATE
00:57:40.960,credits,True,DUPLICATE
00:57:41.461,credits,True,DUPLICATE
00:57:41.961,credits,True,no text in image
00:58:23.503,credits,False,Chief Washington Correspondent=JUDY WOODRUFF|National Correspondent=CHARLAYNE HUNTER-GAULT
00:58:24.004,credits,True,DUPLICATE
00:58:24.504,credits,False,Correspondents=TOM BEARDEN|Correspondents=ELIZABETH BRACKETT|Correspondents=KWAME HOLMAN|Correspondents=CHARLES KRAUSE|Correspondents=ROGER MUDD
00:58:25.005,credits,True,DUPLICATE
00:58:25.505,credits,False,Managing Producers=SUSAN MILLS|Managing Producers=PATTI PARSON|Managing Producers=GREGG RAMSHAW|Managing Producers=LEWIS  SILVERMAN
00:58:26.006,credits,True,DUPLICATE
00:58:26.506,credits,False,Senior Producers=JOHN DeNATALE|Senior Producers=MICHAEL D. MOSETTIG|Senior Producers=LINDA RICCI|Senior Producers=PEGGY ROBINSON|Senior Producers=MICHAEL SALTZ|Senior Producers=JAMES A. TRENGROVE
00:58:27.007,credits,True,DUPLICATE
00:58:27.507,credits,True,DUPLICATE
00:58:28.008,credits,False,News Editor=ANNETTE MILLER|Assignment Editor=MARY JO BROOKS
00:58:28.508,credits,True,DUPLICATE
00:58:29.009,credits,False,Producers=CAROL BLAKESLEE-COLLIN|Producers=ELIZABETH CALLAN|Producers=RICK COHEN|Producers=JACKIE FARMER|Producers=JEFF SCOTT GOLDMAN
00:58:29.509,credits,True,DUPLICATE
00:58:30.010,credits,False,Producers=MONICA HOOSE|Producers=MICHAEL JOSELOFF|Producers=LEE KOROMVOKIS|Producers=TIM SMITH|Producers=TONY VAN WITSEN
00:58:30.510,credits,True,DUPLICATE
00:58:31.011,credits,False,Associate Producers=KENAN BLOCK|Associate Producers=DEBRA BUTLER|Associate Producers=JAMES GAFFEY|Associate Producers=JULIE KLAPPER|Associate Producers=LAURA LEVIN|Associate Producers=ANTONY L. MAHN|Associate Producers=KATHRYN OLSON|Associate Producers=MERRILL SCHWERIN|Associate Producers=BENEDICT H. THOMAS
00:58:31.511,credits,True,DUPLICATE
00:58:32.012,credits,False,Reporters=SUSAN ADAMS|Reporters=SHANNON BRADLEY|Reporters=JEFFREY BROWN|Reporters=PAUL HECHINGER|Reporters=SHEILA C. LUMMIS
00:58:32.512,credits,True,DUPLICATE
00:58:33.013,credits,True,DUPLICATE
00:58:33.513,credits,False,Reporters=DAWN MENDEZ|Reporters=CAROLYN McEWEN|Reporters=PAUL C. NIELSEN|Reporters=APRIL A. OLIVER|Reporters=STUART SCHEAR|Reporters=JUAN I. SENOR
00:58:34.014,credits,True,DUPLICATE
00:58:34.514,credits,False,Directed by=DAVID DEUTSCH
00:58:35.015,credits,True,DUPLICATE
00:58:35.515,credits,True,DUPLICATE
00:58:36.016,credits,False,Production Managers=BRUCE KAUFMAN|Production Managers=JAYE MORAN|Production Coordinator=JUDY ARBOGAST|Traffic Coordinator=MARGIE D. ATKINS
00:58:36.516,credits,True,DUPLICATE
