at,scene-label,skipped,role-fillers
00:57:24.444,credits,True,no text in image
00:57:24.944,credits,True,DUPLICATE
00:57:25.445,credits,True,DUPLICATE
00:57:25.945,credits,True,DUPLICATE
00:57:26.446,credits,True,DUPLICATE
00:57:26.946,credits,True,DUPLICATE
00:57:27.447,credits,True,DUPLICATE
00:57:27.947,credits,True,DUPLICATE
00:57:28.448,credits,True,DUPLICATE
00:57:28.948,credits,True,DUPLICATE
00:57:29.449,credits,True,DUPLICATE
00:57:29.949,credits,True,DUPLICATE
00:52:19.139,credits,True,no text in image
00:52:19.639,credits,True,DUPLICATE
00:52:20.140,credits,True,DUPLICATE
00:52:20.640,credits,True,DUPLICATE
00:52:21.141,credits,True,DUPLICATE
00:52:21.641,credits,False,
