at,scene-type,skipped,role-fillers
00:05:33.833,credits,True,DUPLICATE
00:05:34.334,credits,True,DUPLICATE
00:05:34.834,credits,True,DUPLICATE
00:05:35.335,credits,True,DUPLICATE
00:05:35.835,credits,True,DUPLICATE
00:05:42.342,credits,True,DUPLICATE
00:05:42.842,credits,True,DUPLICATE
00:05:43.343,credits,True,DUPLICATE
00:05:43.843,credits,True,DUPLICATE
00:05:44.344,credits,True,DUPLICATE
00:05:44.844,credits,True,DUPLICATE
00:05:45.345,credits,True,DUPLICATE
00:05:45.845,credits,True,DUPLICATE
00:05:46.346,credits,True,DUPLICATE
00:05:46.846,credits,True,DUPLICATE
00:05:47.347,credits,True,DUPLICATE
00:05:47.847,credits,True,DUPLICATE
00:58:15.495,credits,True,DUPLICATE
00:58:15.995,credits,True,DUPLICATE
00:58:16.496,credits,True,DUPLICATE
00:58:16.996,credits,True,DUPLICATE
00:58:17.497,credits,True,DUPLICATE
00:58:17.997,credits,True,DUPLICATE
00:59:23.563,credits,True,DUPLICATE
00:59:24.064,credits,True,DUPLICATE
00:59:24.564,credits,True,DUPLICATE
00:59:25.065,credits,True,DUPLICATE
00:59:25.565,credits,True,DUPLICATE
00:59:26.066,credits,True,DUPLICATE
00:59:26.566,credits,True,DUPLICATE
00:59:27.067,credits,True,DUPLICATE
00:59:27.567,credits,True,DUPLICATE
00:59:28.068,credits,True,DUPLICATE
00:59:34.574,credits,True,DUPLICATE
00:59:35.075,credits,True,DUPLICATE
00:59:35.575,credits,True,DUPLICATE
00:59:36.076,credits,True,DUPLICATE
00:59:36.576,credits,True,DUPLICATE
00:59:37.077,credits,True,DUPLICATE
00:59:37.577,credits,True,DUPLICATE
00:59:38.078,credits,True,DUPLICATE
00:59:38.578,credits,True,DUPLICATE
00:59:39.079,credits,True,DUPLICATE
00:59:39.579,credits,True,DUPLICATE
00:59:40.080,credits,True,DUPLICATE
00:59:40.580,credits,True,DUPLICATE
00:59:41.081,credits,True,DUPLICATE
00:09:43.583,credits,True,DUPLICATE
00:09:44.084,credits,True,DUPLICATE
00:09:44.584,credits,True,DUPLICATE
00:09:45.085,credits,True,DUPLICATE
00:09:45.585,credits,True,DUPLICATE
00:09:46.086,credits,True,DUPLICATE
00:09:46.586,credits,True,DUPLICATE
00:09:47.087,credits,True,DUPLICATE
00:38:28.308,credits,True,no text in image
00:38:28.808,credits,True,DUPLICATE
00:38:29.309,credits,True,DUPLICATE
00:38:29.809,credits,True,DUPLICATE
00:38:30.310,credits,True,DUPLICATE
00:38:30.810,credits,True,not K-V
00:03:51.231,credits,True,no text in image
00:03:51.731,credits,True,DUPLICATE
00:03:52.232,credits,True,DUPLICATE
00:03:52.732,credits,True,DUPLICATE
00:03:53.233,credits,True,DUPLICATE
00:03:53.733,credits,True,DUPLICATE
00:39:01.341,credits,True,DUPLICATE
00:39:01.841,credits,True,DUPLICATE
00:39:02.342,credits,True,DUPLICATE
00:39:02.842,credits,True,DUPLICATE
00:39:03.343,credits,True,DUPLICATE
00:39:03.843,credits,True,DUPLICATE
00:39:16.356,credits,True,DUPLICATE
00:39:16.856,credits,True,DUPLICATE
00:39:17.357,credits,True,DUPLICATE
00:39:17.857,credits,True,DUPLICATE
00:39:18.358,credits,True,DUPLICATE
00:39:18.858,credits,True,DUPLICATE
00:05:33.333,credits,True,not K-V
