at,scene-type,skipped,role-fillers
00:57:57.477,credits,False,FILM PRODUCTION=Fred Wessel|STILL PHOTOGRAPHY=Mike Brisson
00:57:57.977,credits,True,DUPLICATE
00:57:58.478,credits,True,DUPLICATE
00:57:58.978,credits,True,DUPLICATE
00:57:59.479,credits,True,DUPLICATE
00:57:59.979,credits,True,DUPLICATE
00:58:03.483,credits,False,AUDIO=Bob Batal|AUDIO=Roger Vanderparren|AUDIO=Dean Thomas|AUDIO=Howard Winkler
00:58:03.983,credits,True,DUPLICATE
00:58:04.484,credits,True,DUPLICATE
00:58:04.984,credits,True,DUPLICATE
00:58:05.485,credits,True,DUPLICATE
00:58:05.985,credits,True,no text in image
00:59:25.565,credits,True,DUPLICATE
00:59:26.066,credits,True,DUPLICATE
00:59:26.566,credits,True,DUPLICATE
00:59:27.067,credits,True,DUPLICATE
00:59:27.567,credits,True,DUPLICATE
00:59:28.068,credits,True,DUPLICATE
00:59:28.568,credits,True,DUPLICATE
00:59:29.069,credits,True,DUPLICATE
00:59:29.569,credits,True,DUPLICATE
00:59:30.070,credits,True,DUPLICATE
00:59:30.570,credits,True,DUPLICATE
00:59:31.071,credits,True,DUPLICATE
00:59:31.571,credits,True,DUPLICATE
00:59:32.072,credits,True,DUPLICATE
00:59:32.572,credits,True,DUPLICATE
00:59:33.073,credits,True,DUPLICATE
00:59:33.573,credits,True,DUPLICATE
00:59:34.074,credits,True,DUPLICATE
00:59:34.574,credits,True,DUPLICATE
00:59:35.075,credits,True,DUPLICATE
00:59:35.575,credits,True,DUPLICATE
00:59:36.076,credits,True,DUPLICATE
00:59:36.576,credits,True,DUPLICATE
00:59:37.077,credits,True,DUPLICATE
00:59:37.577,credits,True,DUPLICATE
00:59:38.078,credits,True,DUPLICATE
00:59:38.578,credits,True,DUPLICATE
00:59:39.079,credits,True,DUPLICATE
00:59:39.579,credits,True,DUPLICATE
00:59:40.080,credits,True,DUPLICATE
00:59:40.580,credits,True,DUPLICATE
