at,scene-type,skipped,role-fillers
00:56:12.372,credits,True,DUPLICATE
00:56:12.872,credits,True,DUPLICATE
00:56:13.373,credits,True,DUPLICATE
00:56:13.873,credits,True,DUPLICATE
00:56:14.374,credits,True,DUPLICATE
00:56:14.874,credits,True,DUPLICATE
00:56:15.375,credits,True,DUPLICATE
00:56:15.875,credits,True,DUPLICATE
00:56:16.376,credits,True,DUPLICATE
00:56:16.876,credits,True,DUPLICATE
00:56:17.377,credits,True,DUPLICATE
00:56:17.877,credits,True,DUPLICATE
00:56:18.378,credits,True,DUPLICATE
00:56:18.878,credits,True,DUPLICATE
00:58:35.515,credits,True,DUPLICATE
00:58:36.016,credits,True,DUPLICATE
00:58:36.516,credits,True,DUPLICATE
00:58:37.017,credits,True,DUPLICATE
00:58:37.517,credits,True,DUPLICATE
00:58:38.018,credits,True,DUPLICATE
00:58:38.518,credits,True,DUPLICATE
00:58:39.019,credits,True,DUPLICATE
00:58:43.523,credits,True,DUPLICATE
00:58:44.024,credits,True,DUPLICATE
00:58:44.524,credits,True,DUPLICATE
00:58:45.025,credits,True,DUPLICATE
00:58:45.525,credits,True,DUPLICATE
00:58:46.026,credits,True,DUPLICATE
00:58:46.526,credits,True,DUPLICATE
00:58:47.027,credits,True,DUPLICATE
00:58:47.527,credits,True,DUPLICATE
00:58:48.028,credits,True,DUPLICATE
00:58:48.528,credits,True,DUPLICATE
00:58:49.029,credits,True,DUPLICATE
00:58:49.529,credits,True,DUPLICATE
00:58:50.030,credits,True,DUPLICATE
00:58:50.530,credits,True,DUPLICATE
00:58:51.031,credits,True,DUPLICATE
00:58:51.531,credits,True,DUPLICATE
00:58:52.032,credits,True,DUPLICATE
00:58:52.532,credits,True,DUPLICATE
00:58:53.033,credits,True,DUPLICATE
00:00:47.047,credits,True,not K-V
00:00:47.547,credits,True,no text in image
00:00:48.048,credits,True,DUPLICATE
00:00:48.548,credits,True,not K-V
00:00:49.049,credits,True,DUPLICATE
00:00:49.549,credits,True,DUPLICATE
00:00:50.050,credits,True,DUPLICATE
00:00:50.550,credits,True,DUPLICATE
00:00:51.051,credits,True,DUPLICATE
00:00:51.551,credits,True,DUPLICATE
00:00:52.052,credits,True,DUPLICATE
00:00:52.552,credits,True,DUPLICATE
00:00:53.053,credits,True,DUPLICATE
00:00:53.553,credits,True,no text in image
00:25:20.520,credits,True,DUPLICATE
00:25:21.021,credits,True,DUPLICATE
00:25:21.521,credits,True,DUPLICATE
00:25:22.022,credits,True,DUPLICATE
00:25:22.522,credits,True,DUPLICATE
00:25:23.023,credits,True,DUPLICATE
00:25:29.529,credits,True,DUPLICATE
00:25:30.030,credits,True,DUPLICATE
00:25:30.530,credits,True,DUPLICATE
00:25:31.031,credits,True,DUPLICATE
00:25:31.531,credits,True,DUPLICATE
00:25:32.032,credits,True,DUPLICATE
00:25:32.532,credits,True,DUPLICATE
00:25:33.033,credits,True,DUPLICATE
00:04:05.245,credits,True,DUPLICATE
00:04:05.745,credits,True,DUPLICATE
00:04:06.246,credits,True,DUPLICATE
00:04:06.746,credits,True,DUPLICATE
00:04:07.247,credits,True,DUPLICATE
00:04:07.747,credits,True,DUPLICATE
00:43:20.600,credits,True,DUPLICATE
00:43:21.101,credits,True,DUPLICATE
00:43:21.601,credits,True,DUPLICATE
00:43:22.102,credits,True,DUPLICATE
00:43:22.602,credits,True,DUPLICATE
00:43:23.103,credits,True,DUPLICATE
00:43:35.615,credits,True,DUPLICATE
00:43:36.116,credits,True,DUPLICATE
00:43:36.616,credits,True,DUPLICATE
00:43:37.117,credits,True,DUPLICATE
00:43:37.617,credits,True,DUPLICATE
00:43:38.118,credits,True,DUPLICATE
00:43:38.618,credits,True,DUPLICATE
00:43:39.119,credits,True,DUPLICATE
00:43:39.619,credits,True,DUPLICATE
00:43:40.120,credits,True,DUPLICATE
00:49:23.963,credits,True,DUPLICATE
00:49:24.464,credits,True,DUPLICATE
00:49:24.964,credits,True,DUPLICATE
00:49:25.465,credits,True,DUPLICATE
00:49:25.965,credits,True,DUPLICATE
00:49:26.466,credits,True,DUPLICATE
