at,scene-type,skipped,role-fillers
00:24:26.466,credits,True,DUPLICATE
00:24:26.966,credits,True,DUPLICATE
00:24:27.467,credits,True,DUPLICATE
00:24:27.967,credits,True,DUPLICATE
00:24:28.468,credits,True,DUPLICATE
00:24:28.968,credits,True,DUPLICATE
00:24:29.469,credits,True,DUPLICATE
00:24:29.969,credits,True,DUPLICATE
00:24:30.470,credits,True,DUPLICATE
00:24:30.970,credits,True,DUPLICATE
00:24:34.474,credits,True,DUPLICATE
00:24:34.974,credits,True,DUPLICATE
00:24:35.475,credits,True,DUPLICATE
00:24:35.975,credits,True,DUPLICATE
00:24:36.476,credits,True,DUPLICATE
00:24:36.976,credits,True,DUPLICATE
