GUID,FRAME,SWT-TYPE,SKIPPED,ANNOTATIONS
cpb-aacip-151-nc5s75735d,25440,credits,False,
cpb-aacip-151-nc5s75735d,25455,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25470,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25485,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25500,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25515,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25530,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25545,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25590,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25605,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25620,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25635,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25650,credits,True,DUPLICATE
cpb-aacip-151-nc5s75735d,25665,credits,True,DUPLICATE
