at,scene-type,skipped,role-fillers
00:56:32.392,credits,True,DUPLICATE
00:56:32.892,credits,True,DUPLICATE
00:56:33.393,credits,True,DUPLICATE
00:56:33.893,credits,True,DUPLICATE
00:56:34.394,credits,True,DUPLICATE
00:56:34.894,credits,True,DUPLICATE
00:56:35.395,credits,True,DUPLICATE
00:56:35.895,credits,True,DUPLICATE
00:56:36.396,credits,True,DUPLICATE
00:56:36.896,credits,True,DUPLICATE
00:59:14.554,credits,False,Executive Producer=LESTER M. CRYSTAL
00:59:15.055,credits,True,DUPLICATE
00:59:15.555,credits,True,DUPLICATE
00:59:16.056,credits,True,not K-V
00:59:16.556,credits,True,DUPLICATE
00:59:17.057,credits,True,DUPLICATE
00:59:17.557,credits,False,A Production Of=WNET/WETA & MacNEIL/LEHRER PRODUCTIONS
00:59:18.058,credits,True,DUPLICATE
00:59:18.558,credits,True,DUPLICATE
00:59:19.059,credits,True,not K-V
00:07:16.436,credits,True,DUPLICATE
00:07:16.936,credits,True,DUPLICATE
00:07:17.437,credits,True,DUPLICATE
00:07:17.937,credits,True,DUPLICATE
00:07:18.438,credits,True,DUPLICATE
00:07:18.938,credits,True,DUPLICATE
00:09:14.554,credits,True,DUPLICATE
00:09:15.055,credits,True,DUPLICATE
00:09:15.555,credits,True,DUPLICATE
00:09:16.056,credits,True,DUPLICATE
00:09:16.556,credits,True,DUPLICATE
00:09:17.057,credits,True,DUPLICATE
00:29:44.784,credits,True,DUPLICATE
00:29:45.285,credits,True,DUPLICATE
00:29:45.785,credits,True,DUPLICATE
00:29:46.286,credits,True,DUPLICATE
00:29:46.786,credits,True,DUPLICATE
00:29:47.287,credits,True,DUPLICATE
00:29:47.787,credits,True,DUPLICATE
00:29:48.288,credits,True,DUPLICATE
00:29:50.790,credits,True,DUPLICATE
00:29:51.291,credits,True,DUPLICATE
00:29:51.791,credits,True,DUPLICATE
00:29:52.292,credits,True,DUPLICATE
00:29:52.792,credits,True,DUPLICATE
00:29:53.293,credits,True,DUPLICATE
00:30:28.828,credits,True,DUPLICATE
00:30:29.329,credits,True,DUPLICATE
00:30:29.829,credits,True,DUPLICATE
00:30:30.330,credits,True,DUPLICATE
00:30:30.830,credits,True,DUPLICATE
00:30:31.331,credits,True,DUPLICATE
00:30:31.831,credits,True,DUPLICATE
00:30:32.332,credits,True,DUPLICATE
00:30:36.836,credits,True,DUPLICATE
00:30:37.337,credits,True,DUPLICATE
00:30:37.837,credits,True,DUPLICATE
00:30:38.338,credits,True,DUPLICATE
00:30:38.838,credits,True,DUPLICATE
00:30:39.339,credits,True,DUPLICATE
00:30:44.844,credits,True,DUPLICATE
00:30:45.345,credits,True,DUPLICATE
00:30:45.845,credits,True,DUPLICATE
00:30:46.346,credits,True,DUPLICATE
00:30:46.846,credits,True,DUPLICATE
00:30:47.347,credits,True,not K-V
00:30:47.847,credits,True,DUPLICATE
00:30:48.348,credits,True,DUPLICATE
00:30:48.848,credits,True,DUPLICATE
00:30:49.349,credits,True,DUPLICATE
00:30:49.849,credits,True,DUPLICATE
00:30:50.350,credits,True,DUPLICATE
00:30:50.850,credits,True,not K-V
00:30:51.351,credits,True,DUPLICATE
00:30:51.851,credits,True,DUPLICATE
00:30:52.352,credits,True,DUPLICATE
00:30:52.852,credits,True,DUPLICATE
00:30:53.353,credits,True,DUPLICATE
00:30:53.853,credits,True,DUPLICATE
00:30:54.354,credits,True,DUPLICATE
00:30:54.854,credits,True,DUPLICATE
00:30:55.355,credits,True,DUPLICATE
00:30:55.855,credits,True,DUPLICATE
00:30:56.356,credits,True,DUPLICATE
00:30:56.856,credits,True,DUPLICATE
00:30:57.357,credits,True,DUPLICATE
00:30:57.857,credits,True,DUPLICATE
00:30:58.358,credits,True,DUPLICATE
00:30:58.858,credits,True,DUPLICATE
00:30:59.359,credits,True,DUPLICATE
00:30:59.859,credits,True,DUPLICATE
00:31:00.360,credits,True,DUPLICATE
00:31:00.860,credits,True,DUPLICATE
00:31:01.361,credits,True,DUPLICATE
00:31:01.861,credits,True,DUPLICATE
00:31:02.362,credits,True,DUPLICATE
00:31:02.862,credits,True,DUPLICATE
00:31:03.363,credits,True,DUPLICATE
00:31:04.864,credits,True,DUPLICATE
00:31:05.365,credits,True,DUPLICATE
00:31:05.865,credits,True,DUPLICATE
00:31:06.366,credits,True,DUPLICATE
00:31:06.866,credits,True,DUPLICATE
00:31:07.367,credits,True,DUPLICATE
00:31:07.867,credits,True,no text in image
00:31:08.368,credits,True,not K-V
00:31:08.868,credits,True,DUPLICATE
00:31:09.369,credits,True,DUPLICATE
00:31:09.869,credits,True,DUPLICATE
00:31:10.370,credits,True,DUPLICATE
00:31:10.870,credits,True,DUPLICATE
00:31:11.371,credits,True,DUPLICATE
00:31:11.871,credits,True,DUPLICATE
00:31:12.372,credits,True,DUPLICATE
00:31:12.872,credits,True,DUPLICATE
00:31:13.373,credits,True,DUPLICATE
00:31:13.873,credits,True,DUPLICATE
00:31:14.374,credits,True,DUPLICATE
00:32:51.971,credits,True,no text in image
00:32:52.472,credits,True,DUPLICATE
00:32:52.972,credits,True,DUPLICATE
00:32:53.473,credits,True,DUPLICATE
00:32:53.973,credits,True,DUPLICATE
00:32:54.474,credits,True,DUPLICATE
00:32:54.974,credits,True,DUPLICATE
00:32:55.475,credits,True,DUPLICATE
00:32:55.975,credits,True,DUPLICATE
00:32:56.476,credits,True,DUPLICATE
00:32:59.979,credits,True,DUPLICATE
00:33:00.480,credits,True,DUPLICATE
00:33:00.980,credits,True,DUPLICATE
00:33:01.481,credits,True,DUPLICATE
00:33:01.981,credits,True,DUPLICATE
00:33:02.482,credits,True,DUPLICATE
00:33:02.982,credits,True,not K-V
00:33:03.483,credits,True,DUPLICATE
00:33:03.983,credits,True,DUPLICATE
00:33:04.484,credits,True,DUPLICATE
00:33:04.984,credits,True,DUPLICATE
00:33:05.485,credits,True,DUPLICATE
00:03:31.211,credits,True,no text in image
00:03:31.711,credits,True,DUPLICATE
00:03:32.212,credits,True,DUPLICATE
00:03:32.712,credits,True,DUPLICATE
00:03:33.213,credits,True,DUPLICATE
00:03:33.713,credits,True,DUPLICATE
00:03:34.214,credits,True,DUPLICATE
00:03:34.714,credits,False,Voice Of KEITH GRAVES=BBC
00:03:38.218,credits,True,DUPLICATE
00:03:38.718,credits,True,no text in image
00:03:39.219,credits,True,DUPLICATE
00:03:39.719,credits,True,DUPLICATE
00:03:40.220,credits,True,DUPLICATE
00:03:40.720,credits,True,DUPLICATE
00:03:41.221,credits,True,DUPLICATE
00:03:41.721,credits,True,DUPLICATE
00:03:42.222,credits,True,DUPLICATE
00:37:03.223,credits,True,DUPLICATE
00:37:03.723,credits,True,DUPLICATE
00:37:04.224,credits,True,DUPLICATE
00:37:04.724,credits,True,DUPLICATE
00:37:05.225,credits,True,DUPLICATE
00:37:05.725,credits,True,DUPLICATE
00:03:42.722,credits,True,DUPLICATE
00:04:01.241,credits,True,DUPLICATE
00:04:01.741,credits,True,DUPLICATE
00:04:02.242,credits,True,DUPLICATE
00:04:02.742,credits,True,DUPLICATE
00:04:03.243,credits,True,DUPLICATE
00:04:03.743,credits,True,DUPLICATE
00:04:04.244,credits,True,DUPLICATE
00:04:04.744,credits,True,DUPLICATE
00:04:05.245,credits,True,DUPLICATE
00:04:05.745,credits,True,DUPLICATE
00:04:06.246,credits,True,DUPLICATE
00:04:06.746,credits,True,DUPLICATE
00:04:14.254,credits,True,DUPLICATE
00:04:14.754,credits,True,DUPLICATE
00:04:15.255,credits,True,DUPLICATE
00:04:15.755,credits,True,DUPLICATE
00:04:16.256,credits,True,DUPLICATE
00:04:16.756,credits,True,DUPLICATE
00:04:28.268,credits,True,DUPLICATE
00:04:28.768,credits,True,DUPLICATE
00:04:29.269,credits,True,DUPLICATE
00:04:29.769,credits,True,DUPLICATE
00:04:30.270,credits,True,DUPLICATE
00:04:30.770,credits,True,DUPLICATE
00:04:31.271,credits,True,DUPLICATE
00:04:31.771,credits,True,DUPLICATE
00:04:46.286,credits,True,DUPLICATE
00:04:46.786,credits,True,DUPLICATE
00:04:47.287,credits,True,DUPLICATE
00:04:47.787,credits,True,DUPLICATE
00:04:48.288,credits,True,DUPLICATE
00:04:48.788,credits,True,DUPLICATE
