at,scene-type,skipped,role-fillers
00:27:52.672,credits,False,Host=William Pearce
00:27:53.173,credits,False,Host=William Pearce
00:27:53.673,credits,False,Host=William Pearce|Producer/Director=David Striks
00:27:54.174,credits,False,Producer/Director=David Striks
00:27:54.674,credits,False,Producer/Director=David Striks|Assistant Director=Denise Logan
00:27:55.175,credits,False,Assistant Director=Denise Logan
00:27:55.675,credits,False,Assistant Director=Denise Logan|Research/Writer=Lisa Kirk
00:27:56.176,credits,False,Research/Writer=Lisa Kirk
00:27:56.676,credits,False,Research/Writer=Lisa Kirk|Cameras=Jim Calabrese|Cameras=Scott H???y
00:27:57.177,credits,False,Cameras=Jim Calabrese|Cameras=Scott Henry
00:27:57.677,credits,False,Cameras=Jim Calabrese|Cameras=Scott Henry
00:27:58.178,credits,False,Floor Manager=Lauren Brown
00:27:58.678,credits,False,Floor Manager=Lauren Brown
00:27:59.179,credits,False,Floor Manager=Lauren Brown|Audio=Don Sparks
00:27:59.679,credits,False,Audio=Don Sparks
00:28:00.180,credits,False,Audio=Don Sparks|Video=Robin Shears
00:28:00.680,credits,False,Video=Robin Shears
00:28:01.181,credits,False,Video=Robin Shears|Videotape=Harry Goldberg
00:28:01.681,credits,False,Videotape=Harry Goldberg
00:28:02.182,credits,False,Videotape=Harry Goldberg|Production Supervisor=Mark Leonard
00:28:02.682,credits,False,Production Supervisor=Mark Leonard
00:28:03.183,credits,False,Production Supervisor=Mark Leonard|Set Design=Tracy Kane
00:28:03.683,credits,False,Set Design=Tracy Kane
00:28:04.184,credits,False,Set Design=Tracy Kane|Title Courtesy of=Henry W Clu?e
00:28:04.684,credits,False,Title Courtesy of=Henry W. Clune
00:28:05.185,credits,False,Title Courtesy of=Henry W. Clune
00:28:05.685,credits,False,*Title Courtesy of=Henry W. Clune|Special Thanks to=HOUSEWORKS
00:28:06.186,credits,False,Special Thanks to=HOUSEWORKS
00:28:06.686,credits,False,Special Thanks to=HOUSEWORKS|Executive Producer=Chris Zimmerman
00:28:07.187,credits,False,Executive Producer=Chris Zimmerman
00:28:07.687,credits,True,DUPLICATE
00:28:08.188,credits,True,no text in image
