GUID,FRAME,SKIPPED,ANNOTATIONS
cpb-aacip-507-736m03zh49,101730,True,DUPLICATE
cpb-aacip-507-736m03zh49,101745,True,DUPLICATE
cpb-aacip-507-736m03zh49,101760,True,DUPLICATE
cpb-aacip-507-736m03zh49,101775,True,DUPLICATE
cpb-aacip-507-736m03zh49,101790,True,DUPLICATE
cpb-aacip-507-736m03zh49,101805,True,DUPLICATE
cpb-aacip-507-736m03zh49,101820,True,DUPLICATE
cpb-aacip-507-736m03zh49,101835,True,DUPLICATE
cpb-aacip-507-736m03zh49,101850,True,DUPLICATE
cpb-aacip-507-736m03zh49,101865,True,DUPLICATE
cpb-aacip-507-736m03zh49,101880,True,DUPLICATE
cpb-aacip-507-736m03zh49,101895,True,DUPLICATE
cpb-aacip-507-736m03zh49,102030,True,DUPLICATE
cpb-aacip-507-736m03zh49,102045,True,DUPLICATE
cpb-aacip-507-736m03zh49,102060,True,DUPLICATE
cpb-aacip-507-736m03zh49,102075,True,DUPLICATE
cpb-aacip-507-736m03zh49,102090,True,DUPLICATE
cpb-aacip-507-736m03zh49,102105,True,DUPLICATE
cpb-aacip-507-736m03zh49,103680,True,not K-V
cpb-aacip-507-736m03zh49,103695,True,DUPLICATE
cpb-aacip-507-736m03zh49,103710,True,DUPLICATE
cpb-aacip-507-736m03zh49,103725,True,DUPLICATE
cpb-aacip-507-736m03zh49,103740,True,DUPLICATE
cpb-aacip-507-736m03zh49,103755,True,no text in image
cpb-aacip-507-736m03zh49,105000,False,",Chief Washington Correspondent,JUDY WOODRUFF
,National Correspondent,CHARLAYNE HUNTER-GAULT"
cpb-aacip-507-736m03zh49,105015,True,DUPLICATE
cpb-aacip-507-736m03zh49,105030,False,",Correspondents,TOM BEARDEN
,Correspondents,ELIZABETH BRACKETT
,Correspondents,KWAME HOLMAN
,Correspondents,CHARLES KRAUSE
,Correspondents,ROGER MUDD"
cpb-aacip-507-736m03zh49,105045,True,DUPLICATE
cpb-aacip-507-736m03zh49,105060,False,",Managing Producers,SUSAN MILLS
,Managing Producers,PATTI PARSON
,Managing Producers,GREGG RAMSHAW
,Managing Producers,LEWIS  SILVERMAN"
cpb-aacip-507-736m03zh49,105075,True,DUPLICATE
