GUID,FRAME,SKIPPED,ANNOTATIONS
cpb-aacip-398-87brvczv,1860,True,no text in image
cpb-aacip-398-87brvczv,1875,True,DUPLICATE
cpb-aacip-398-87brvczv,1890,True,DUPLICATE
cpb-aacip-398-87brvczv,1905,True,DUPLICATE
cpb-aacip-398-87brvczv,1920,True,DUPLICATE
cpb-aacip-398-87brvczv,1935,True,DUPLICATE
cpb-aacip-398-87brvczv,5580,True,DUPLICATE
cpb-aacip-398-87brvczv,5595,True,DUPLICATE
cpb-aacip-398-87brvczv,5610,True,DUPLICATE
cpb-aacip-398-87brvczv,5625,True,DUPLICATE
cpb-aacip-398-87brvczv,5640,True,DUPLICATE
cpb-aacip-398-87brvczv,5655,True,DUPLICATE
