at,scene-type,skipped,role-fillers
00:06:06.366,credits,True,DUPLICATE
00:06:06.866,credits,True,DUPLICATE
00:06:07.367,credits,True,DUPLICATE
00:06:07.867,credits,True,DUPLICATE
00:06:08.368,credits,True,DUPLICATE
00:06:08.868,credits,True,DUPLICATE
00:06:09.369,credits,True,DUPLICATE
00:06:09.869,credits,True,DUPLICATE
00:00:56.056,credits,True,no text in image
00:00:56.556,credits,True,DUPLICATE
00:00:57.057,credits,True,DUPLICATE
00:00:57.557,credits,True,DUPLICATE
00:00:58.058,credits,True,DUPLICATE
00:00:58.558,credits,True,DUPLICATE
00:00:59.059,credits,True,DUPLICATE
00:00:59.559,credits,True,not K-V
00:10:19.619,credits,False,News Team=SCOTT CENTRELLA|News Team=LALIE GIORDANO|News Team=RICH HOYER|News Team=JOANNE LEGOMSKY|News Team=FABIENNE MARSH|News Team=RICKIE MILLER|News Team=*TAISHA WEISNER
00:10:20.120,credits,False,*News Team=SCOTT CENTRELLA|*News Team=LALIE GIORDANO|*News Team=RICH HOYER|*News Team=JOANNE LEGOMSKY|*News Team=FABIENNE MARSH|*News Team=RICKIE MILLER|*News Team=TRISHA WEISNER
00:10:20.620,credits,False,
00:10:21.121,credits,False,Segment Producers=JOANNE CARRIERA
00:10:21.621,credits,False,Segment Producers=JOANNE CARRIERA|Segment Producers=GRACI DUFFIELD
00:10:22.122,credits,False,Segment Producers=JOANNE CARRIERA|Segment Producers=GRACI DUFFIELD|Segment Producers=TOM GUARCELLO
00:10:22.622,credits,False,Segment Producers=JOANNE CARRIERA|Segment Producers=GRACI DUFFIELD|Segment Producers=TOM GUARCELLO|Segment Producers=MARY KAY HARRELY*|Segment Producers=ALAN JACOBS
00:10:23.123,credits,False,Segment Producers=JOANNE CARRIERA|Segment Producers=GRACI DUFFIELD|Segment Producers=TOM GUARCELLO|Segment Producers=MARY KAY HARRITY|Segment Producers=ALAN JACOBS|Segment Producers=COLIN KEELEHER
00:10:23.623,credits,False,
00:10:24.124,credits,False,
00:10:24.624,credits,False,
00:10:25.125,credits,False,
00:10:27.627,credits,False,Production Crew=ERMILINDA DE MAIO|Production Crew=GRACI DUFFIELD|Production Crew=ED GONSALVES|Production Crew=TOM GUARCELLO|Production Crew=STAN HIRIAK|Production Crew=JANET LYONS|Production Crew=MARTHA MAGNUSON
00:10:28.128,credits,False,
00:10:28.628,credits,False,News Advisor=JOHN SCHOEN
00:10:29.129,credits,False,News Advisor=JOHN SCHOEN
00:10:29.629,credits,False,News Advisor=JOHN SCHOEN
00:10:30.130,credits,False,News Advisor=JOHN SCHOEN|Script Editor=ARTHUR RIEL
00:10:30.630,credits,False,News Advisor=JOHN SCHOEN|Script Editor=ARTHUR RIEL
00:10:31.131,credits,False,Script Editor=ARTHUR RIEL|*Director=DIANE DUSICK
