at,scene-label,skipped,role-fillers
00:00:52.052,credits,True,no text in image
00:00:52.552,credits,True,DUPLICATE
00:00:53.053,credits,True,DUPLICATE
00:00:53.553,credits,True,DUPLICATE
00:00:54.054,credits,True,DUPLICATE
00:00:54.554,credits,True,DUPLICATE
00:00:55.055,credits,True,DUPLICATE
00:00:55.555,credits,True,not K-V
00:09:41.581,credits,True,DUPLICATE
00:09:42.082,credits,True,DUPLICATE
00:09:42.582,credits,True,DUPLICATE
00:09:43.083,credits,True,DUPLICATE
00:09:43.583,credits,True,DUPLICATE
00:09:44.084,credits,True,DUPLICATE
00:09:44.584,credits,True,DUPLICATE
00:09:45.085,credits,True,DUPLICATE
00:09:45.585,credits,True,DUPLICATE
00:09:46.086,credits,True,DUPLICATE
00:09:49.589,credits,True,DUPLICATE
00:09:50.090,credits,True,DUPLICATE
00:09:50.590,credits,True,DUPLICATE
00:09:51.091,credits,True,DUPLICATE
00:09:51.591,credits,True,DUPLICATE
00:09:52.092,credits,True,DUPLICATE
00:10:38.638,credits,True,not K-V
00:10:39.139,credits,True,DUPLICATE
00:10:39.639,credits,True,DUPLICATE
00:10:40.140,credits,True,DUPLICATE
00:10:40.640,credits,True,DUPLICATE
00:10:41.141,credits,True,DUPLICATE
00:10:41.641,credits,True,DUPLICATE
00:10:42.142,credits,True,DUPLICATE
00:10:42.642,credits,True,DUPLICATE
00:10:43.143,credits,True,DUPLICATE
00:16:46.006,credits,True,no text in image
00:16:46.506,credits,True,DUPLICATE
00:16:47.007,credits,True,DUPLICATE
00:16:47.507,credits,True,DUPLICATE
00:16:48.008,credits,True,DUPLICATE
00:16:48.508,credits,True,DUPLICATE
00:16:49.009,credits,True,DUPLICATE
00:16:49.509,credits,True,DUPLICATE
00:16:50.010,credits,True,DUPLICATE
00:16:50.510,credits,True,DUPLICATE
00:16:51.011,credits,True,DUPLICATE
00:16:51.511,credits,True,DUPLICATE
00:16:52.012,credits,True,DUPLICATE
00:16:52.512,credits,True,DUPLICATE
00:16:53.013,credits,True,DUPLICATE
00:16:53.513,credits,True,DUPLICATE
00:16:54.014,credits,True,DUPLICATE
00:16:54.514,credits,True,DUPLICATE
00:16:55.015,credits,True,DUPLICATE
00:16:55.515,credits,True,DUPLICATE
00:16:56.016,credits,True,DUPLICATE
00:16:56.516,credits,True,DUPLICATE
00:02:22.142,credits,True,no text in image
00:02:22.642,credits,True,DUPLICATE
00:02:23.143,credits,True,DUPLICATE
00:02:23.643,credits,True,DUPLICATE
00:02:24.144,credits,True,DUPLICATE
00:02:24.644,credits,True,DUPLICATE
00:02:25.145,credits,True,DUPLICATE
00:02:25.645,credits,True,DUPLICATE
00:27:40.660,credits,False,PRODUCER/DIRECTOR=GEORGE ZIMMERMANN
00:27:41.161,credits,True,DUPLICATE
00:27:41.661,credits,True,DUPLICATE
00:27:42.162,credits,True,DUPLICATE
00:27:42.662,credits,True,DUPLICATE
00:27:43.163,credits,True,DUPLICATE
00:27:43.663,credits,True,DUPLICATE
00:27:44.164,credits,True,DUPLICATE
00:27:44.664,credits,False,PRODUCER/REPORTERS=BILL COHEN|PRODUCER/REPORTERS=PEGGY GARVEY
00:27:45.165,credits,True,DUPLICATE
00:27:45.665,credits,True,DUPLICATE
00:27:46.166,credits,True,DUPLICATE
00:27:46.666,credits,True,DUPLICATE
00:27:47.167,credits,True,DUPLICATE
00:27:47.667,credits,True,DUPLICATE
00:27:48.168,credits,True,DUPLICATE
00:27:48.668,credits,False,ASSISTANT DIRECTOR=SCOTT LANUM
00:27:49.169,credits,True,DUPLICATE
00:27:49.669,credits,True,DUPLICATE
00:27:50.170,credits,True,DUPLICATE
00:27:50.670,credits,True,DUPLICATE
00:27:51.171,credits,True,DUPLICATE
00:27:51.671,credits,True,DUPLICATE
00:27:52.172,credits,True,DUPLICATE
00:27:52.672,credits,False,TECHNICAL DIRECTOR=BRUCE GROMEN
00:27:53.173,credits,True,DUPLICATE
00:27:53.673,credits,True,DUPLICATE
00:27:54.174,credits,True,DUPLICATE
00:27:54.674,credits,True,DUPLICATE
00:27:55.175,credits,True,DUPLICATE
00:27:55.675,credits,True,DUPLICATE
00:27:56.176,credits,True,DUPLICATE
00:27:56.676,credits,True,DUPLICATE
00:27:57.177,credits,False,AUDIO=BRUCE LIVENSPARGER|VIDEO=ROGER DICKSON
00:27:58.678,credits,True,DUPLICATE
00:27:59.179,credits,True,DUPLICATE
00:27:59.679,credits,True,DUPLICATE
00:28:00.180,credits,True,DUPLICATE
00:28:00.680,credits,True,DUPLICATE
00:28:01.181,credits,False,CAMERA OPERATORS=SALLY LEFEVRE|CAMERA OPERATORS=DARRELL STEWART|CAMERA OPERATORS=TERRY SPAIDE
00:28:01.681,credits,True,DUPLICATE
00:28:02.182,credits,True,DUPLICATE
00:28:05.685,credits,False,VIDEOTAPE=BRUCE E. FLEMING|VIDEOTAPE=JOHN ALLENBACH|VIDEOTAPE=TOM LAHR
00:28:06.186,credits,True,DUPLICATE
00:28:06.686,credits,True,DUPLICATE
00:28:07.187,credits,True,DUPLICATE
00:28:07.687,credits,True,DUPLICATE
00:28:08.188,credits,True,DUPLICATE
00:28:08.688,credits,True,DUPLICATE
00:28:09.189,credits,False,MINICAM=DAN FRIEDMAN|MINICAM=DARRELL MUETHING|MINICAM=RON SAXTON
00:28:13.693,credits,False,STAGE MANAGER=DEWEY FISHER|FLOOR  DIRECTOR=JOHN BLACK
00:28:14.194,credits,True,DUPLICATE
00:28:14.694,credits,True,DUPLICATE
00:28:15.195,credits,True,DUPLICATE
00:28:15.695,credits,True,DUPLICATE
00:28:16.196,credits,True,DUPLICATE
00:28:16.696,credits,True,DUPLICATE
00:28:17.197,credits,True,DUPLICATE
00:28:25.705,credits,False,EXECUTIVE PRODUCER=STEVEN M. BORNSTEIN
00:28:26.206,credits,True,DUPLICATE
00:28:26.706,credits,True,DUPLICATE
00:28:27.207,credits,True,DUPLICATE
00:28:27.707,credits,True,DUPLICATE
00:28:28.208,credits,True,DUPLICATE
00:28:28.708,credits,True,DUPLICATE
00:28:29.209,credits,True,DUPLICATE
00:28:29.709,credits,True,DUPLICATE
00:28:30.210,credits,True,not K-V
