at,scene-label,skipped,role-fillers
00:06:11.371,credits,True,not K-V
00:06:11.871,credits,True,DUPLICATE
00:06:12.372,credits,True,DUPLICATE
00:06:12.872,credits,True,DUPLICATE
00:06:13.373,credits,True,DUPLICATE
00:06:13.873,credits,True,no text in image
00:12:46.766,credits,True,not K-V
00:12:47.267,credits,True,DUPLICATE
00:12:47.767,credits,True,DUPLICATE
00:12:48.268,credits,True,DUPLICATE
00:12:48.768,credits,True,DUPLICATE
00:12:49.269,credits,True,DUPLICATE
00:22:08.328,credits,True,no text in image
00:22:08.828,credits,True,DUPLICATE
00:22:09.329,credits,True,DUPLICATE
00:22:09.829,credits,True,DUPLICATE
00:22:10.330,credits,True,not K-V
00:22:10.830,credits,True,DUPLICATE
00:22:11.331,credits,True,DUPLICATE
00:22:11.831,credits,True,DUPLICATE
00:22:44.364,credits,True,no text in image
00:22:44.864,credits,True,DUPLICATE
00:22:45.365,credits,True,DUPLICATE
00:22:45.865,credits,True,DUPLICATE
00:22:46.366,credits,True,DUPLICATE
00:22:46.866,credits,True,DUPLICATE
00:22:47.367,credits,True,DUPLICATE
00:22:47.867,credits,True,DUPLICATE
00:22:48.368,credits,True,DUPLICATE
00:22:48.868,credits,True,DUPLICATE
00:22:49.369,credits,True,DUPLICATE
00:22:49.869,credits,True,DUPLICATE
00:23:31.411,credits,False,
00:23:31.911,credits,True,no text in image
00:23:32.412,credits,True,DUPLICATE
00:23:32.912,credits,True,DUPLICATE
00:23:33.413,credits,True,DUPLICATE
00:23:33.913,credits,True,DUPLICATE
00:23:34.414,credits,True,DUPLICATE
00:23:34.914,credits,True,DUPLICATE
00:23:35.415,credits,True,DUPLICATE
00:23:35.915,credits,True,DUPLICATE
00:23:36.416,credits,True,DUPLICATE
00:23:36.916,credits,True,DUPLICATE
00:23:39.419,credits,True,DUPLICATE
00:23:39.919,credits,True,DUPLICATE
00:23:40.420,credits,True,DUPLICATE
00:23:40.920,credits,True,DUPLICATE
00:23:41.421,credits,True,DUPLICATE
00:23:41.921,credits,True,DUPLICATE
00:23:42.422,credits,True,DUPLICATE
00:23:42.922,credits,False,
