at,scene-label,skipped,role-fillers
00:56:45.405,credits,False,Deputy Executive Producer=LINDA WINSLOW|Associate Executive Producer=DAN WERNER
00:56:45.905,credits,True,DUPLICATE
00:56:46.406,credits,True,DUPLICATE
00:56:46.906,credits,True,DUPLICATE
00:56:47.407,credits,True,DUPLICATE
00:56:47.907,credits,True,DUPLICATE
00:56:48.408,credits,True,DUPLICATE
00:56:48.908,credits,True,DUPLICATE
00:57:00.420,credits,False,Managing Producers=SUSAN MILLS|Managing Producers=PATTI PARSON|Managing Producers=GREGG RAMSHAW|Managing Producers=LEWIS  SILVERMAN|News Editor=ANNETTE MILLER
00:57:00.920,credits,True,DUPLICATE
00:57:01.421,credits,True,DUPLICATE
00:57:01.921,credits,True,DUPLICATE
00:57:02.422,credits,True,DUPLICATE
00:57:02.922,credits,False,Directed by=DAVID DEUTSCH
00:57:05.425,credits,False,Executive Producer=LESTER M. CRYSTAL
00:57:05.925,credits,True,DUPLICATE
00:57:06.426,credits,True,DUPLICATE
00:57:06.926,credits,True,DUPLICATE
00:57:07.427,credits,True,DUPLICATE
00:57:07.927,credits,False,A Production Of:=WNET/WETA & MacNEIL/LEHRER PRODUCTIONS
00:57:08.428,credits,True,DUPLICATE
00:57:08.928,credits,True,DUPLICATE
00:57:09.429,credits,True,DUPLICATE
00:57:09.929,credits,True,DUPLICATE
00:57:10.430,credits,True,DUPLICATE
00:57:10.930,credits,True,DUPLICATE
00:07:18.438,credits,True,DUPLICATE
00:07:18.938,credits,True,DUPLICATE
00:07:19.439,credits,True,DUPLICATE
00:07:19.939,credits,True,DUPLICATE
00:07:20.440,credits,True,DUPLICATE
00:07:20.940,credits,True,DUPLICATE
00:04:13.253,credits,True,no text in image
00:04:13.753,credits,True,DUPLICATE
00:04:14.254,credits,True,DUPLICATE
00:04:14.754,credits,True,DUPLICATE
00:04:15.255,credits,True,DUPLICATE
00:04:15.755,credits,True,DUPLICATE
00:04:16.256,credits,True,DUPLICATE
00:04:16.756,credits,True,DUPLICATE
00:04:17.257,credits,True,DUPLICATE
00:04:17.757,credits,True,DUPLICATE
00:04:18.258,credits,True,DUPLICATE
00:04:18.758,credits,True,DUPLICATE
00:04:19.259,credits,True,DUPLICATE
00:04:19.759,credits,True,DUPLICATE
