GUID,FRAME,SKIPPED,ANNOTATIONS
cpb-aacip-507-862b854459,100920,False,",Deputy Executive Producer,LINDA WINSLOW"
cpb-aacip-507-862b854459,100935,True,DUPLICATE
cpb-aacip-507-862b854459,100950,True,DUPLICATE
cpb-aacip-507-862b854459,100965,True,DUPLICATE
cpb-aacip-507-862b854459,100980,False,",Directed by,DAVID DEUTSCH"
cpb-aacip-507-862b854459,100995,True,DUPLICATE
cpb-aacip-507-862b854459,101010,True,DUPLICATE
cpb-aacip-507-862b854459,101025,True,DUPLICATE
cpb-aacip-507-862b854459,101040,False,",Managing Producer-Denver,PATTI PARSON"
cpb-aacip-507-862b854459,101055,True,DUPLICATE
cpb-aacip-507-862b854459,101070,True,DUPLICATE
cpb-aacip-507-862b854459,101085,True,DUPLICATE
cpb-aacip-507-862b854459,101100,False,",Senior Producer-News,RUSS CLARKSON
,Associate Producers,STEVE BRODY
,Associate Producers,DAVID COLES
,Assignment Editor,DAYNA KERECMAN"
cpb-aacip-507-862b854459,101115,True,DUPLICATE
cpb-aacip-507-862b854459,101130,True,DUPLICATE
cpb-aacip-507-862b854459,101145,True,DUPLICATE
cpb-aacip-507-862b854459,101250,False,",Sr Producer,James A. Trengrove
,Producer,Linda Scott"
cpb-aacip-507-862b854459,101265,False,",Sr Producers:,Jeffrey Brown
,Sr Producers:,Kathleen McCleery
,Reporter:,Brian Gottlieb"
cpb-aacip-507-862b854459,101280,True,DUPLICATE
cpb-aacip-507-862b854459,101295,True,DUPLICATE
cpb-aacip-507-862b854459,101310,True,DUPLICATE
cpb-aacip-507-862b854459,101325,False,",Producer:,Kevin McAndrews"
cpb-aacip-507-862b854459,101550,False,",Associate Director,JANICE BETHEL HUEY
,Technical Director,GREGORY L. KING"
cpb-aacip-507-862b854459,101565,True,DUPLICATE
cpb-aacip-507-862b854459,101580,True,DUPLICATE
cpb-aacip-507-862b854459,101595,True,DUPLICATE
cpb-aacip-507-862b854459,101610,False,",Executive Producer,LESTER M. CRYSTAL"
cpb-aacip-507-862b854459,101625,True,DUPLICATE
cpb-aacip-507-862b854459,101640,True,DUPLICATE
cpb-aacip-507-862b854459,101655,True,DUPLICATE
cpb-aacip-507-862b854459,101670,True,DUPLICATE
cpb-aacip-507-862b854459,101685,False,",A Coproduction of:,MACNEIL/LEHRER PRODUCTIONS & WETA in Association with Thirteen/WNET New York"
cpb-aacip-507-862b854459,101700,True,DUPLICATE
cpb-aacip-507-862b854459,101715,True,DUPLICATE
cpb-aacip-507-862b854459,101730,True,DUPLICATE
cpb-aacip-507-862b854459,101745,True,DUPLICATE
cpb-aacip-507-862b854459,101760,True,DUPLICATE
cpb-aacip-507-862b854459,101775,True,not K-V
cpb-aacip-507-862b854459,101790,True,DUPLICATE
cpb-aacip-507-862b854459,101805,True,DUPLICATE
cpb-aacip-507-862b854459,47430,True,no text in image
cpb-aacip-507-862b854459,47445,True,DUPLICATE
cpb-aacip-507-862b854459,47460,True,DUPLICATE
cpb-aacip-507-862b854459,47475,True,DUPLICATE
cpb-aacip-507-862b854459,47490,True,DUPLICATE
cpb-aacip-507-862b854459,47505,True,DUPLICATE
cpb-aacip-507-862b854459,67950,True,DUPLICATE
cpb-aacip-507-862b854459,67965,True,DUPLICATE
cpb-aacip-507-862b854459,67980,True,DUPLICATE
cpb-aacip-507-862b854459,67995,True,DUPLICATE
cpb-aacip-507-862b854459,68010,True,DUPLICATE
cpb-aacip-507-862b854459,68025,True,DUPLICATE
cpb-aacip-507-862b854459,68040,True,DUPLICATE
cpb-aacip-507-862b854459,68055,True,DUPLICATE
