at,scene-label,skipped,role-fillers
00:11:46.706,credits,True,no text in image
00:11:47.207,credits,True,DUPLICATE
00:11:47.707,credits,True,DUPLICATE
00:11:48.208,credits,True,DUPLICATE
00:11:48.708,credits,True,DUPLICATE
00:11:49.209,credits,True,DUPLICATE
00:11:49.709,credits,True,DUPLICATE
00:11:50.210,credits,True,DUPLICATE
00:11:50.710,credits,True,DUPLICATE
00:11:51.211,credits,True,DUPLICATE
00:11:51.711,credits,True,DUPLICATE
00:11:52.212,credits,True,DUPLICATE
00:11:52.712,credits,True,DUPLICATE
00:11:53.213,credits,True,DUPLICATE
00:11:53.713,credits,True,DUPLICATE
00:11:54.214,credits,True,DUPLICATE
00:11:54.714,credits,True,DUPLICATE
00:11:55.215,credits,True,DUPLICATE
00:11:55.715,credits,True,DUPLICATE
00:11:56.216,credits,True,DUPLICATE
00:11:56.716,credits,True,DUPLICATE
00:11:57.217,credits,True,DUPLICATE
00:11:57.717,credits,True,DUPLICATE
00:11:58.218,credits,True,DUPLICATE
00:11:58.718,credits,True,DUPLICATE
00:11:59.219,credits,True,DUPLICATE
00:11:59.719,credits,True,DUPLICATE
00:12:00.220,credits,True,DUPLICATE
00:12:00.720,credits,True,DUPLICATE
00:12:01.221,credits,True,DUPLICATE
