GUID,FRAME,SKIPPED,ANNOTATIONS
cpb-aacip-151-5m6251g16w,21180,True,no text in image
cpb-aacip-151-5m6251g16w,21195,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21210,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21225,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21240,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21255,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21270,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21285,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21300,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21315,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21330,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21345,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21360,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21375,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21390,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21405,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21420,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21435,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21450,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21465,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21480,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21495,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21510,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21525,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21540,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21555,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21570,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21585,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21600,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21615,True,DUPLICATE
