GUID,FRAME,SWT-TYPE,SKIPPED,ANNOTATIONS
cpb-aacip-151-5m6251g16w,21180,credits,True,no text in image
cpb-aacip-151-5m6251g16w,21195,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21210,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21225,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21240,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21255,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21270,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21285,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21300,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21315,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21330,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21345,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21360,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21375,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21390,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21405,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21420,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21435,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21450,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21465,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21480,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21495,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21510,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21525,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21540,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21555,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21570,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21585,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21600,credits,True,DUPLICATE
cpb-aacip-151-5m6251g16w,21615,credits,True,DUPLICATE
