GUID,FRAME,SKIPPED,ANNOTATIONS
cpb-aacip-398-278sfdms,10005,True,DUPLICATE
cpb-aacip-398-278sfdms,10020,True,DUPLICATE
cpb-aacip-398-278sfdms,10035,True,DUPLICATE
cpb-aacip-398-278sfdms,10050,True,DUPLICATE
cpb-aacip-398-278sfdms,10065,True,DUPLICATE
cpb-aacip-398-278sfdms,10260,True,DUPLICATE
cpb-aacip-398-278sfdms,10275,True,DUPLICATE
cpb-aacip-398-278sfdms,10290,True,DUPLICATE
cpb-aacip-398-278sfdms,10305,True,DUPLICATE
cpb-aacip-398-278sfdms,10320,True,DUPLICATE
cpb-aacip-398-278sfdms,10335,True,DUPLICATE
cpb-aacip-398-278sfdms,10350,True,DUPLICATE
cpb-aacip-398-278sfdms,10365,True,DUPLICATE
cpb-aacip-398-278sfdms,10380,True,DUPLICATE
cpb-aacip-398-278sfdms,10395,True,DUPLICATE
cpb-aacip-398-278sfdms,10410,True,DUPLICATE
cpb-aacip-398-278sfdms,10425,True,DUPLICATE
cpb-aacip-398-278sfdms,104760,True,DUPLICATE
cpb-aacip-398-278sfdms,104775,True,DUPLICATE
cpb-aacip-398-278sfdms,104790,True,DUPLICATE
cpb-aacip-398-278sfdms,104805,True,DUPLICATE
cpb-aacip-398-278sfdms,104820,True,DUPLICATE
cpb-aacip-398-278sfdms,104835,True,DUPLICATE
cpb-aacip-398-278sfdms,106800,True,DUPLICATE
cpb-aacip-398-278sfdms,106815,True,DUPLICATE
cpb-aacip-398-278sfdms,106830,True,DUPLICATE
cpb-aacip-398-278sfdms,106845,True,DUPLICATE
cpb-aacip-398-278sfdms,106860,True,DUPLICATE
cpb-aacip-398-278sfdms,106875,True,DUPLICATE
cpb-aacip-398-278sfdms,106890,True,DUPLICATE
cpb-aacip-398-278sfdms,106905,True,DUPLICATE
cpb-aacip-398-278sfdms,106920,True,DUPLICATE
cpb-aacip-398-278sfdms,106935,True,DUPLICATE
cpb-aacip-398-278sfdms,107130,True,DUPLICATE
cpb-aacip-398-278sfdms,107145,True,DUPLICATE
cpb-aacip-398-278sfdms,107160,True,DUPLICATE
cpb-aacip-398-278sfdms,107175,True,DUPLICATE
cpb-aacip-398-278sfdms,107190,True,DUPLICATE
cpb-aacip-398-278sfdms,107205,True,DUPLICATE
cpb-aacip-398-278sfdms,107220,True,DUPLICATE
cpb-aacip-398-278sfdms,107235,True,DUPLICATE
cpb-aacip-398-278sfdms,107250,True,DUPLICATE
cpb-aacip-398-278sfdms,107265,True,DUPLICATE
cpb-aacip-398-278sfdms,107280,True,DUPLICATE
cpb-aacip-398-278sfdms,107295,True,DUPLICATE
cpb-aacip-398-278sfdms,107310,True,DUPLICATE
cpb-aacip-398-278sfdms,107325,True,DUPLICATE
cpb-aacip-398-278sfdms,17490,True,DUPLICATE
cpb-aacip-398-278sfdms,17505,True,DUPLICATE
cpb-aacip-398-278sfdms,17520,True,DUPLICATE
cpb-aacip-398-278sfdms,17535,True,DUPLICATE
cpb-aacip-398-278sfdms,17550,True,DUPLICATE
cpb-aacip-398-278sfdms,17565,True,DUPLICATE
cpb-aacip-398-278sfdms,17580,True,DUPLICATE
cpb-aacip-398-278sfdms,17595,True,DUPLICATE
cpb-aacip-398-278sfdms,69180,True,no text in image
cpb-aacip-398-278sfdms,69195,True,DUPLICATE
cpb-aacip-398-278sfdms,69210,True,DUPLICATE
cpb-aacip-398-278sfdms,69225,True,DUPLICATE
cpb-aacip-398-278sfdms,69240,True,DUPLICATE
cpb-aacip-398-278sfdms,69255,True,not K-V
cpb-aacip-398-278sfdms,6930,True,no text in image
cpb-aacip-398-278sfdms,6945,True,DUPLICATE
cpb-aacip-398-278sfdms,6960,True,DUPLICATE
cpb-aacip-398-278sfdms,6975,True,DUPLICATE
cpb-aacip-398-278sfdms,6990,True,DUPLICATE
cpb-aacip-398-278sfdms,7005,True,DUPLICATE
cpb-aacip-398-278sfdms,70170,True,DUPLICATE
cpb-aacip-398-278sfdms,70185,True,DUPLICATE
cpb-aacip-398-278sfdms,70200,True,DUPLICATE
cpb-aacip-398-278sfdms,70215,True,DUPLICATE
cpb-aacip-398-278sfdms,70230,True,DUPLICATE
cpb-aacip-398-278sfdms,70245,True,DUPLICATE
cpb-aacip-398-278sfdms,70620,True,DUPLICATE
cpb-aacip-398-278sfdms,70635,True,DUPLICATE
cpb-aacip-398-278sfdms,70650,True,DUPLICATE
cpb-aacip-398-278sfdms,70665,True,DUPLICATE
cpb-aacip-398-278sfdms,70680,True,DUPLICATE
cpb-aacip-398-278sfdms,70695,True,DUPLICATE
cpb-aacip-398-278sfdms,9990,True,not K-V
