GUID,FRAME,SKIPPED,ANNOTATIONS
cpb-aacip-41-10wpzpt5,2580,True,DUPLICATE
cpb-aacip-41-10wpzpt5,2595,True,DUPLICATE
cpb-aacip-41-10wpzpt5,2610,True,DUPLICATE
cpb-aacip-41-10wpzpt5,2625,True,DUPLICATE
cpb-aacip-41-10wpzpt5,2640,True,DUPLICATE
cpb-aacip-41-10wpzpt5,2655,True,DUPLICATE
cpb-aacip-41-10wpzpt5,52950,False,",Executive Producer,BERYL DAKERS"
cpb-aacip-41-10wpzpt5,52965,True,DUPLICATE
cpb-aacip-41-10wpzpt5,52980,True,DUPLICATE
cpb-aacip-41-10wpzpt5,52995,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53010,False,",Director,STEVE FOLKS"
cpb-aacip-41-10wpzpt5,53025,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53040,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53055,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53070,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53085,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53100,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53115,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53130,False,",Production Assistant,KAREN SMOAK"
cpb-aacip-41-10wpzpt5,53145,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53160,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53175,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53190,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53205,False,",Audio,OLIN JENKINS
,Video,WOODY FREEMAN"
cpb-aacip-41-10wpzpt5,53220,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53235,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53250,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53265,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53280,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53295,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53310,False,",Videotape,TONY REALE"
cpb-aacip-41-10wpzpt5,53325,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53340,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53355,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53370,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53385,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53400,False,",Lighting,LANDRY LAYSON
,Lighting,SAMMIE GAINES"
cpb-aacip-41-10wpzpt5,53415,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53430,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53445,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53460,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53475,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53490,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53505,False,",Set Design,CHARLIE INGLETT"
cpb-aacip-41-10wpzpt5,53520,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53535,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53550,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53565,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53580,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53595,False,",Unit Managers,JOHN GUNTER
,Unit Managers,PECK JACKSON"
cpb-aacip-41-10wpzpt5,53610,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53625,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53640,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53655,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53670,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53685,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53700,False,",Camera Operators,CLINT BRYSON
,Camera Operators,J.C. ARTEMUS"
cpb-aacip-41-10wpzpt5,53715,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53730,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53745,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53760,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53775,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53790,True,not K-V
cpb-aacip-41-10wpzpt5,53805,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53820,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53835,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53850,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53865,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53880,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53895,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53910,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53925,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53940,True,DUPLICATE
cpb-aacip-41-10wpzpt5,53955,True,no text in image
