GUID,FRAME,SKIPPED,ANNOTATIONS
cpb-aacip-507-tq5r786f7w,104130,False,",Deputy Executive Producer,LINDA WINSLOW"
cpb-aacip-507-tq5r786f7w,104145,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104160,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104175,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104190,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104205,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104340,False,",Managing Producer-Washington,GREGG RAMSHAW
,Managing Producer-Denver,PATTI PARSON"
cpb-aacip-507-tq5r786f7w,104355,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104370,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104385,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104400,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104415,False,",Support and research assistance for the Health Policy Unit provided by,The Henry J. Kaiser Family Foundation"
cpb-aacip-507-tq5r786f7w,104790,False,",Associate Director,STEVE HOWARD
,Technical Director,GREGORY L. KING"
cpb-aacip-507-tq5r786f7w,104805,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104820,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104835,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104850,False,",Executive Producer,LESTER M. CRYSTAL"
cpb-aacip-507-tq5r786f7w,104865,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104880,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104895,False,",A Coproduction of:,MacNEIL/LEHRER PRODUCTIONS & WETA in Association with WNET/13"
cpb-aacip-507-tq5r786f7w,104910,True,not K-V
cpb-aacip-507-tq5r786f7w,104925,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104940,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,104955,True,no text in image
cpb-aacip-507-tq5r786f7w,43650,True,no text in image
cpb-aacip-507-tq5r786f7w,43665,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43680,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43695,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43710,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43725,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43740,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43755,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43770,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43785,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43800,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,43815,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,47220,True,DUPLICATE
cpb-aacip-507-tq5r786f7w,47235,True,DUPLICATE
