at,scene-type,skipped,role-fillers
00:00:08.008,credits,False,PROGRAM=WOMAN*|AIR DATE=TBA*|PROG LENGTH=*|CLIENT=WNFD|CUT=*|*OR=*|AGENCY=*|DIRECTOR=*|RECORD DATE=2/15/7?
00:00:08.508,credits,True,DUPLICATE
00:00:09.009,credits,True,DUPLICATE
00:00:09.509,credits,True,DUPLICATE
00:00:10.010,credits,True,DUPLICATE
00:00:10.510,credits,True,DUPLICATE
00:00:11.011,credits,True,DUPLICATE
00:00:11.511,credits,True,DUPLICATE
00:00:12.012,credits,True,DUPLICATE
00:00:12.512,credits,True,DUPLICATE
00:00:14.014,credits,True,DUPLICATE
00:00:14.514,credits,True,DUPLICATE
00:00:15.015,credits,True,DUPLICATE
00:00:15.515,credits,True,DUPLICATE
00:00:16.016,credits,True,DUPLICATE
00:00:16.516,credits,True,DUPLICATE
00:28:50.730,credits,False,"advisory board=Stanford Copley, M.D.|advisory board=A. Wilmot Jacobsen, M.D.|advisory board=Marjorie Plumb, M.D.|advisory board=Dr. Gloria Roblin"
00:28:51.231,credits,True,DUPLICATE
00:28:51.731,credits,True,DUPLICATE
00:28:52.232,credits,True,DUPLICATE
00:28:52.732,credits,True,DUPLICATE
00:28:53.233,credits,True,DUPLICATE
00:28:53.733,credits,True,DUPLICATE
00:28:54.234,credits,True,DUPLICATE
00:28:54.734,credits,True,DUPLICATE
00:28:55.235,credits,True,DUPLICATE
00:28:55.735,credits,True,DUPLICATE
00:28:56.236,credits,True,DUPLICATE
00:28:56.736,credits,False,Samantha Dean's fashions by=Jenss
00:28:57.237,credits,True,DUPLICATE
00:28:57.737,credits,True,DUPLICATE
00:28:58.238,credits,True,DUPLICATE
00:28:58.738,credits,True,DUPLICATE
00:28:59.239,credits,True,DUPLICATE
00:28:59.739,credits,True,DUPLICATE
00:29:00.240,credits,True,DUPLICATE
00:29:00.740,credits,False,director=Will George
00:29:01.241,credits,True,DUPLICATE
00:29:01.741,credits,True,DUPLICATE
00:29:02.242,credits,True,DUPLICATE
00:29:02.742,credits,True,DUPLICATE
00:29:03.243,credits,True,DUPLICATE
00:29:03.743,credits,True,DUPLICATE
00:29:04.244,credits,False,producer=Sandra Elkin
00:29:04.744,credits,True,DUPLICATE
00:29:05.245,credits,True,DUPLICATE
00:29:05.745,credits,True,DUPLICATE
00:29:06.246,credits,True,DUPLICATE
00:29:06.746,credits,True,DUPLICATE
00:29:07.247,credits,True,DUPLICATE
00:29:07.747,credits,True,DUPLICATE
00:29:08.248,credits,False,"executive producer=John L. Hutchinson, Jr."
00:29:08.748,credits,True,DUPLICATE
00:29:09.249,credits,True,DUPLICATE
00:29:09.749,credits,True,DUPLICATE
00:29:10.250,credits,True,DUPLICATE
00:29:10.750,credits,True,DUPLICATE
00:29:11.251,credits,True,not K-V
00:29:11.751,credits,True,DUPLICATE
00:29:12.252,credits,True,DUPLICATE
00:29:12.752,credits,True,DUPLICATE
00:29:13.253,credits,True,DUPLICATE
00:29:13.753,credits,True,DUPLICATE
00:29:14.254,credits,True,DUPLICATE
00:29:14.754,credits,True,DUPLICATE
00:29:15.255,credits,True,DUPLICATE
00:29:15.755,credits,True,DUPLICATE
00:29:16.256,credits,True,DUPLICATE
00:29:16.756,credits,True,DUPLICATE
00:29:17.257,credits,True,no text in image
