GUID,FRAME,SWT-TYPE,SKIPPED,ANNOTATIONS
cpb-aacip-526-th8bg2jm3n,7110,credits,True,no text in image
cpb-aacip-526-th8bg2jm3n,7125,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7140,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7155,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7170,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7185,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7200,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7215,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7230,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7245,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7260,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7275,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7290,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7305,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7320,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7335,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7350,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7365,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7380,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7395,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7410,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7425,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7440,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7455,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7470,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7485,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7500,credits,True,DUPLICATE
cpb-aacip-526-th8bg2jm3n,7515,credits,True,DUPLICATE
