GUID,FRAME,SWT-TYPE,SKIPPED,ANNOTATIONS
cpb-aacip-221-03cz924b,49710,credits,True,no text in image
cpb-aacip-221-03cz924b,49725,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49740,credits,True,not K-V
cpb-aacip-221-03cz924b,49755,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49770,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49785,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49800,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49815,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49830,credits,True,no text in image
cpb-aacip-221-03cz924b,49845,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49860,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49875,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49890,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49905,credits,False,",EXECUTIVE PRODUCER,Jim Cooper"
cpb-aacip-221-03cz924b,49920,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,49935,credits,False,",EXECUTIVE PRODUCER,Jim Cooper"
cpb-aacip-221-03cz924b,49950,credits,False,",EXECUTIVE PRODUCER,Jim Cooper
,PRODUCER,Ed Miskevich"
cpb-aacip-221-03cz924b,49965,credits,False,",EXECUTIVE PRODUCER,Jim Cooper
,PRODUCER,Ed Miskevich"
cpb-aacip-221-03cz924b,49980,credits,False,",EXECUTIVE PRODUCER,Jim Cooper
,PRODUCER,Ed Miskevich
,DIRECTOR,Harry Ratner"
cpb-aacip-221-03cz924b,49995,credits,False,",PRODUCER,Ed Miskevich
,DIRECTOR,Harry Ratner"
cpb-aacip-221-03cz924b,50010,credits,False,",PRODUCER,Ed Miskevich
,DIRECTOR,Harry Ratner
,COMMUNITY OUTREACH,Jo Caines"
cpb-aacip-221-03cz924b,50025,credits,False,",DIRECTOR,Harry Ratner
,COMMUNITY OUTREACH,Jo Caines"
cpb-aacip-221-03cz924b,50040,credits,False,",DIRECTOR,Harry Ratner
,COMMUNITY OUTREACH,Jo Caines
,TECHNICAL DIRECTOR,Martin Lewis"
cpb-aacip-221-03cz924b,50055,credits,True,DUPLICATE
cpb-aacip-221-03cz924b,50070,credits,False,",COMMUNITY OUTREACH,Jo Caines
,TECHNICAL DIRECTOR,Martin Lewis"
cpb-aacip-221-03cz924b,50085,credits,False,",COMMUNITY OUTREACH,Jo Caines
,TECHNICAL DIRECTOR,Martin Lewis
,STAGE MANAGER,Roger Genereux"
cpb-aacip-221-03cz924b,50100,credits,False,",TECHNICAL DIRECTOR,Martin Lewis
,STAGE MANAGER,Roger Genereux"
