at,scene-label,skipped,role-fillers
00:00:34.034,credits,True,no text in image
00:00:34.534,credits,True,DUPLICATE
00:00:35.035,credits,True,DUPLICATE
00:00:35.535,credits,True,DUPLICATE
00:59:41.581,credits,True,DUPLICATE
00:59:42.082,credits,True,DUPLICATE
00:59:42.582,credits,True,DUPLICATE
00:59:43.083,credits,True,DUPLICATE
00:59:43.583,credits,True,DUPLICATE
00:59:44.084,credits,True,DUPLICATE
00:59:44.584,credits,True,DUPLICATE
00:59:45.085,credits,True,DUPLICATE
00:59:45.585,credits,True,DUPLICATE
00:59:46.086,credits,True,DUPLICATE
00:59:46.586,credits,True,not K-V
00:59:47.087,credits,True,DUPLICATE
00:59:47.587,credits,True,DUPLICATE
00:59:48.088,credits,True,DUPLICATE
00:59:48.588,credits,True,no text in image
00:59:49.089,credits,True,DUPLICATE
00:59:49.589,credits,True,DUPLICATE
00:59:50.090,credits,True,DUPLICATE
00:59:50.590,credits,True,DUPLICATE
00:59:51.091,credits,False,WRITTEN AND PRODUCED BY=MAYA ANGELOU
00:59:51.591,credits,True,DUPLICATE
00:59:52.092,credits,True,DUPLICATE
00:59:52.592,credits,True,DUPLICATE
00:59:53.093,credits,True,DUPLICATE
00:59:53.593,credits,True,DUPLICATE
00:59:54.094,credits,True,no text in image
00:59:54.594,credits,True,DUPLICATE
00:59:55.095,credits,True,DUPLICATE
00:59:55.595,credits,True,DUPLICATE
00:59:56.096,credits,True,DUPLICATE
00:59:56.596,credits,True,DUPLICATE
00:59:57.097,credits,False,DIRECTED BY=ROBERT HAGOPIAN
00:59:57.597,credits,True,DUPLICATE
00:59:58.098,credits,True,DUPLICATE
00:59:58.598,credits,True,DUPLICATE
00:59:59.099,credits,True,DUPLICATE
00:59:59.599,credits,True,DUPLICATE
01:00:00.100,credits,True,no text in image
01:00:00.600,credits,True,DUPLICATE
01:00:01.101,credits,True,DUPLICATE
01:00:01.601,credits,True,DUPLICATE
01:00:02.102,credits,True,DUPLICATE
00:00:36.036,credits,True,DUPLICATE
00:00:36.536,credits,True,DUPLICATE
00:00:37.037,credits,True,DUPLICATE
00:00:37.537,credits,True,DUPLICATE
00:00:42.042,credits,True,not K-V
00:00:42.542,credits,True,DUPLICATE
00:00:43.043,credits,True,DUPLICATE
00:00:43.543,credits,True,DUPLICATE
00:00:44.044,credits,True,DUPLICATE
00:00:44.544,credits,True,DUPLICATE
00:00:45.045,credits,True,DUPLICATE
00:00:45.545,credits,True,DUPLICATE
00:00:46.046,credits,True,DUPLICATE
00:00:46.546,credits,True,no text in image
00:00:47.047,credits,True,DUPLICATE
00:00:47.547,credits,True,DUPLICATE
00:00:48.048,credits,True,DUPLICATE
00:00:48.548,credits,True,DUPLICATE
00:00:49.049,credits,True,DUPLICATE
00:00:49.549,credits,True,DUPLICATE
00:00:50.050,credits,True,DUPLICATE
00:00:50.550,credits,True,DUPLICATE
00:00:51.051,credits,True,DUPLICATE
00:00:51.551,credits,True,DUPLICATE
00:00:52.052,credits,True,DUPLICATE
00:00:52.552,credits,True,DUPLICATE
00:00:53.053,credits,True,DUPLICATE
00:00:53.553,credits,True,not K-V
00:00:54.054,credits,True,DUPLICATE
00:00:54.554,credits,True,DUPLICATE
00:00:55.055,credits,True,DUPLICATE
00:00:55.555,credits,True,DUPLICATE
00:00:56.056,credits,True,DUPLICATE
00:00:56.556,credits,True,DUPLICATE
00:00:57.057,credits,True,DUPLICATE
00:00:57.557,credits,True,no text in image
00:00:58.058,credits,True,DUPLICATE
00:00:58.558,credits,True,DUPLICATE
00:00:59.059,credits,True,DUPLICATE
00:00:59.559,credits,True,DUPLICATE
00:01:00.060,credits,True,DUPLICATE
00:01:00.560,credits,True,DUPLICATE
00:01:01.061,credits,True,DUPLICATE
00:01:01.561,credits,True,DUPLICATE
00:01:02.062,credits,True,DUPLICATE
00:01:02.562,credits,True,DUPLICATE
00:01:03.063,credits,True,DUPLICATE
00:01:03.563,credits,True,DUPLICATE
00:01:04.064,credits,True,DUPLICATE
00:01:04.564,credits,True,DUPLICATE
00:01:05.065,credits,True,DUPLICATE
00:01:05.565,credits,True,DUPLICATE
00:01:06.066,credits,True,DUPLICATE
00:01:06.566,credits,True,DUPLICATE
00:01:11.071,credits,True,DUPLICATE
00:01:11.571,credits,True,DUPLICATE
00:01:12.072,credits,True,DUPLICATE
00:01:12.572,credits,True,DUPLICATE
00:01:13.073,credits,True,DUPLICATE
00:01:13.573,credits,True,DUPLICATE
00:01:14.074,credits,True,DUPLICATE
00:01:14.574,credits,True,DUPLICATE
00:01:15.075,credits,True,DUPLICATE
00:01:15.575,credits,True,DUPLICATE
00:32:03.923,credits,True,DUPLICATE
00:32:04.424,credits,True,DUPLICATE
00:32:04.924,credits,True,DUPLICATE
00:32:05.425,credits,True,DUPLICATE
00:32:05.925,credits,True,DUPLICATE
00:32:06.426,credits,True,DUPLICATE
00:32:06.926,credits,True,DUPLICATE
00:32:07.427,credits,True,DUPLICATE
00:32:07.927,credits,True,DUPLICATE
00:32:08.428,credits,True,DUPLICATE
00:32:08.928,credits,True,DUPLICATE
00:32:09.429,credits,True,DUPLICATE
00:32:10.930,credits,True,DUPLICATE
00:32:11.431,credits,True,DUPLICATE
00:32:11.931,credits,True,DUPLICATE
00:32:12.432,credits,True,DUPLICATE
00:32:12.932,credits,True,DUPLICATE
00:32:13.433,credits,True,DUPLICATE
00:32:13.933,credits,True,DUPLICATE
00:32:14.434,credits,True,DUPLICATE
00:32:14.934,credits,True,DUPLICATE
00:32:15.435,credits,True,DUPLICATE
00:32:15.935,credits,True,DUPLICATE
00:32:16.436,credits,True,DUPLICATE
00:32:16.936,credits,True,DUPLICATE
00:32:17.437,credits,True,DUPLICATE
00:32:17.937,credits,True,DUPLICATE
00:32:18.438,credits,True,DUPLICATE
00:32:18.938,credits,True,DUPLICATE
00:32:19.439,credits,True,DUPLICATE
00:32:19.939,credits,True,DUPLICATE
00:32:20.440,credits,True,DUPLICATE
00:32:20.940,credits,True,DUPLICATE
00:32:21.441,credits,True,DUPLICATE
00:32:21.941,credits,True,DUPLICATE
00:32:22.442,credits,True,DUPLICATE
00:32:22.942,credits,True,DUPLICATE
00:32:23.443,credits,True,DUPLICATE
00:32:23.943,credits,True,DUPLICATE
00:32:24.444,credits,True,DUPLICATE
00:32:24.944,credits,True,DUPLICATE
00:32:25.445,credits,True,DUPLICATE
00:32:51.971,credits,True,DUPLICATE
00:32:52.472,credits,True,DUPLICATE
00:32:52.972,credits,True,DUPLICATE
00:32:53.473,credits,True,DUPLICATE
00:32:53.973,credits,True,DUPLICATE
00:32:54.474,credits,True,DUPLICATE
00:32:55.975,credits,True,DUPLICATE
00:32:56.476,credits,True,DUPLICATE
00:32:56.976,credits,True,DUPLICATE
00:32:57.477,credits,True,DUPLICATE
00:32:57.977,credits,True,DUPLICATE
00:32:58.478,credits,True,DUPLICATE
00:32:58.978,credits,True,DUPLICATE
00:32:59.479,credits,True,DUPLICATE
00:32:59.979,credits,True,DUPLICATE
00:33:00.480,credits,True,DUPLICATE
00:33:00.980,credits,True,DUPLICATE
00:33:01.481,credits,True,DUPLICATE
00:33:05.985,credits,True,DUPLICATE
00:33:06.486,credits,True,DUPLICATE
00:33:06.986,credits,True,DUPLICATE
00:33:07.487,credits,True,DUPLICATE
00:33:07.987,credits,True,DUPLICATE
00:33:08.488,credits,True,DUPLICATE
00:33:12.992,credits,True,DUPLICATE
00:33:13.493,credits,True,DUPLICATE
00:33:13.993,credits,True,DUPLICATE
00:33:14.494,credits,True,DUPLICATE
00:33:14.994,credits,True,DUPLICATE
00:33:15.495,credits,True,DUPLICATE
00:33:15.995,credits,True,DUPLICATE
00:33:16.496,credits,True,DUPLICATE
00:33:37.017,credits,True,DUPLICATE
00:33:37.517,credits,True,DUPLICATE
00:33:38.018,credits,True,DUPLICATE
00:33:38.518,credits,True,DUPLICATE
00:33:39.019,credits,True,DUPLICATE
00:33:39.519,credits,True,DUPLICATE
00:33:40.020,credits,True,DUPLICATE
00:33:40.520,credits,True,DUPLICATE
00:33:41.021,credits,True,DUPLICATE
00:33:41.521,credits,True,DUPLICATE
00:33:45.025,credits,True,DUPLICATE
00:33:45.525,credits,True,DUPLICATE
00:33:46.026,credits,True,DUPLICATE
00:33:46.526,credits,True,DUPLICATE
00:33:47.027,credits,True,DUPLICATE
00:33:47.527,credits,True,DUPLICATE
00:33:48.028,credits,True,DUPLICATE
00:33:48.528,credits,True,DUPLICATE
00:33:49.029,credits,True,DUPLICATE
00:33:49.529,credits,True,DUPLICATE
00:33:50.030,credits,True,DUPLICATE
00:33:50.530,credits,True,DUPLICATE
00:33:51.031,credits,True,DUPLICATE
00:33:51.531,credits,True,DUPLICATE
00:33:52.032,credits,True,DUPLICATE
00:33:52.532,credits,True,DUPLICATE
00:33:53.033,credits,True,DUPLICATE
00:33:53.533,credits,True,DUPLICATE
00:33:54.034,credits,True,DUPLICATE
00:33:54.534,credits,True,DUPLICATE
00:48:23.903,credits,True,DUPLICATE
00:48:24.404,credits,True,DUPLICATE
00:48:24.904,credits,True,DUPLICATE
00:48:25.405,credits,True,DUPLICATE
00:48:25.905,credits,True,DUPLICATE
00:48:26.406,credits,True,DUPLICATE
00:48:26.906,credits,True,DUPLICATE
00:48:27.407,credits,True,DUPLICATE
00:48:27.907,credits,True,DUPLICATE
00:48:28.408,credits,True,DUPLICATE
00:48:28.908,credits,True,DUPLICATE
00:48:29.409,credits,True,DUPLICATE
00:48:40.920,credits,True,DUPLICATE
00:48:41.421,credits,True,DUPLICATE
00:48:41.921,credits,True,DUPLICATE
00:48:42.422,credits,True,DUPLICATE
00:48:42.922,credits,True,DUPLICATE
00:48:43.423,credits,True,DUPLICATE
00:48:43.923,credits,True,DUPLICATE
00:48:44.424,credits,True,DUPLICATE
