at,scene-type,skipped,role-fillers
00:56:07.367,credits,False,Deputy Executive Producer=LINDA WINSLOW
00:56:07.867,credits,True,DUPLICATE
00:56:08.368,credits,True,DUPLICATE
00:56:08.868,credits,True,DUPLICATE
00:56:09.369,credits,False,Directed by=DAVID DEUTSCH
00:56:09.869,credits,True,DUPLICATE
00:56:10.370,credits,True,DUPLICATE
00:56:10.870,credits,True,DUPLICATE
00:56:11.371,credits,False,Managing Producer-Denver=PATTI PARSON
00:56:11.871,credits,True,DUPLICATE
00:56:12.372,credits,True,DUPLICATE
00:56:12.872,credits,True,DUPLICATE
00:56:13.373,credits,False,Senior Producer-News=RUSS CLARKSON|Associate Producers=STEVE BRODY|Associate Producers=DAVID COLES|Assignment Editor=DAYNA KERECMAN
00:56:13.873,credits,True,DUPLICATE
00:56:14.374,credits,True,DUPLICATE
00:56:14.874,credits,True,DUPLICATE
00:56:18.378,credits,False,Sr Producer=James A. Trengrove|Producer=Linda Scott
00:56:18.878,credits,False,Sr Producers:=Jeffrey Brown|Sr Producers:=Kathleen McCleery|Reporter:=Brian Gottlieb
00:56:19.379,credits,True,DUPLICATE
00:56:19.879,credits,True,DUPLICATE
00:56:20.380,credits,True,DUPLICATE
00:56:20.880,credits,False,Producer:=Kevin McAndrews
00:56:28.388,credits,False,Associate Director=JANICE BETHEL HUEY|Technical Director=GREGORY L. KING
00:56:28.888,credits,True,DUPLICATE
00:56:29.389,credits,True,DUPLICATE
00:56:29.889,credits,True,DUPLICATE
00:56:30.390,credits,False,Executive Producer=LESTER M. CRYSTAL
00:56:30.890,credits,True,DUPLICATE
00:56:31.391,credits,True,DUPLICATE
00:56:31.891,credits,True,DUPLICATE
00:56:32.392,credits,True,DUPLICATE
00:56:32.892,credits,False,A Coproduction of:=MACNEIL/LEHRER PRODUCTIONS & WETA in Association with Thirteen/WNET New York
00:56:33.393,credits,True,DUPLICATE
00:56:33.893,credits,True,DUPLICATE
00:56:34.394,credits,True,DUPLICATE
00:56:34.894,credits,True,DUPLICATE
00:56:35.395,credits,True,DUPLICATE
00:56:35.895,credits,True,not K-V
00:56:36.396,credits,True,DUPLICATE
00:56:36.896,credits,True,DUPLICATE
00:26:22.582,credits,True,no text in image
00:26:23.083,credits,True,DUPLICATE
00:26:23.583,credits,True,DUPLICATE
00:26:24.084,credits,True,DUPLICATE
00:26:24.584,credits,True,DUPLICATE
00:26:25.085,credits,True,DUPLICATE
00:37:47.267,credits,True,DUPLICATE
00:37:47.767,credits,True,DUPLICATE
00:37:48.268,credits,True,DUPLICATE
00:37:48.768,credits,True,DUPLICATE
00:37:49.269,credits,True,DUPLICATE
00:37:49.769,credits,True,DUPLICATE
00:37:50.270,credits,True,DUPLICATE
00:37:50.770,credits,True,DUPLICATE
