GUID,FRAME,SWT-TYPE,SKIPPED,ANNOTATIONS
cpb-aacip-526-3r0pr7nr8r,10710,credits,True,no text in image
cpb-aacip-526-3r0pr7nr8r,10725,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,10740,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,10755,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,10770,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,10785,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11250,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11265,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11280,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11295,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11310,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11325,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11340,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11355,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11370,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11385,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11400,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11415,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11430,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,11445,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,13980,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,13995,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,14010,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,14025,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,14040,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,14055,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,14070,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,14085,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,49260,credits,False,",Techical Director,Frank Sparano
,National News Manager,Edward M. Fleming
,Assignment Editor,Rodney Ward"
cpb-aacip-526-3r0pr7nr8r,49275,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,49290,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,49305,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,49320,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,49335,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,49350,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,49365,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53490,credits,True,no text in image
cpb-aacip-526-3r0pr7nr8r,53505,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53520,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53535,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53550,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53565,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53580,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53595,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53610,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53625,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53640,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53655,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53670,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53685,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53700,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53715,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53730,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53745,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53760,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53775,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53790,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53805,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53820,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53835,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53850,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53865,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53880,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53895,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53910,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53925,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53940,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53955,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53970,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,53985,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54000,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54015,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54030,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54045,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54060,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54075,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54090,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54105,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54120,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54135,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54150,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54165,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54180,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54195,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54210,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54225,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54240,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54255,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54270,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54285,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54300,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54315,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54330,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54345,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54360,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54375,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54390,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54405,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54420,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54435,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54450,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54465,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54480,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54495,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54510,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54525,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54540,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54555,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54570,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54585,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54600,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54615,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54630,credits,True,DUPLICATE
cpb-aacip-526-3r0pr7nr8r,54645,credits,True,DUPLICATE
