start,end,scene-label,text-transcript
00:01:22.777,00:01:25.777,chyron,ROBERT MacNEIL\nNEW YORK
00:02:16.527,00:02:19.777,chyron,JIM LEHRER\nWASHINGTON
00:04:27.777,00:04:32.277,chyron,MARSHALL LOEB\nMONEY MAGAZINE
00:06:33.027,00:06:37.277,chyron,MARSHALL LOEB\nMONEY MAGAZINE
00:08:31.777,00:08:36.027,chyron,JOHN HARDIN\nSAVINGS BANKER
00:12:22.777,00:12:35.777,chyron,JOHN HARDIN\nSAVINGS BANKER
00:13:19.277,00:13:24.277,chyron,SANDRA McLAUGHLIN\nCOMMERCIAL BANKER
00:16:19.527,00:16:23.777,chyron,SANDRA McLAUGHLIN\nCOMMERCIAL BANKER
00:20:00.527,00:20:05.277,chyron,Sen. JAKE GARN\n(R) UTAH
00:22:46.027,00:22:48.277,chyron,Sen. JAKE GARN\n(R) UTAH
00:24:18.027,00:24:22.027,chyron,MARSHALL LOEB\nMONEY MAGAZINE
