start,end,scene-label,text-transcript
00:03:33.777,00:03:38.277,chyron,CLIFFORD BLACK\nAmtrak Spokesman
00:06:39.777,00:06:42.777,chyron,Sen. ROBERT DOLE\nMinority Leader
00:07:00.027,00:07:04.277,chyron,Rep. RICHARD ARMEY\n(R) Texas
00:08:16.277,00:08:20.027,chyron,"Gen. JOHN SHALIKASHVILI\nChairman, Joint Chiefs of Staff-designate"
00:12:13.777,00:12:18.027,chyron,"Ruslan Khasbulatov\nChairman, Russian Parliament"
00:12:48.027,00:12:51.777,chyron,Alexander Rutskoi\nRussian Vice-President
00:15:41.027,00:15:43.777,chyron,IAN WILLIAMS\nITN
00:20:04.777,00:20:08.777,chyron,Rep. ROBERT MICHEL\nMinority Leader
00:20:22.027,00:20:26.027,chyron,Sen. ROBERT DOLE\nMinority Leader
00:21:17.777,00:21:22.027,chyron,JOSEPH CALIFANO\nFormer Carter Health Official
00:22:05.027,00:22:09.027,chyron,Dr. BERNADINE HEALY\nFormer Bush Health Official
00:22:51.277,00:22:54.277,chyron,JOSEPH CALIFANO\nFormer Carter Health Official
00:24:04.277,00:24:08.777,chyron,Dr. BERNADINE HEALY\nFormer Bush Health Official
00:28:00.027,00:28:10.027,chyron,Dr. BERNADINE HEALY\nFormer Bush Health Official
00:28:34.527,00:28:38.277,chyron,JOSEPH CALIFANO\nFormer Carter Health Official
00:32:48.777,00:32:52.777,chyron,Dr. BERNADINE HEALY\nFormer Bush Health Official
00:33:45.277,00:33:49.527,chyron,JOSEPH CALIFANO\nFormer Carter Health Official
00:35:14.277,00:35:17.027,chyron,JASON BOWMAN
00:35:25.027,00:35:28.277,chyron,JIM BOWMAN
00:36:15.527,00:36:18.777,chyron,BARBARA BOWMAN
00:37:54.277,00:37:58.027,chyron,DAVID EDWARDS\nKodak Spokesman
00:39:28.777,00:39:33.277,chyron,FRED De SAM LAZARO\nKTCA-TV
00:40:04.777,00:40:06.777,chyron,HOWARD BERMAN\nBlue Cross Blue Shield
00:41:17.777,00:41:21.777,chyron,Dr. DERACE SCHAFFER\nRadiologist
00:42:28.777,00:42:33.277,chyron,Dr. ROBERT BLENDON\nHarvard School of Public Health
00:43:10.777,00:43:14.527,chyron,BARBARA BOWMAN
00:43:29.027,00:43:33.027,chyron,JIM BOWMAN
00:45:05.277,00:45:08.777,chyron,MICHAEL O'NEILL\nAuthor
00:48:21.027,00:48:25.527,chyron,MICHAEL O'NEILL\nAuthor
00:52:16.277,00:52:21.527,chyron,MICHAEL O'NEILL\nAuthor
