start,end,scene-label,text-transcript
00:03:46.277,00:03:48.777,chyron,"ROBERT GATES\nDirector, CIA"
00:05:25.277,00:05:27.777,chyron,Georgy Shakhnazarov\nSenior Gorbachev Aide
00:06:00.277,00:06:03.027,chyron,Andrei Grachev\nChief Presidential Spokesman
00:06:29.027,00:06:31.277,chyron,Eduard Shevardnadze\nSoviet Foreign Minister
00:19:34.527,00:19:39.777,chyron,"STEVEN BRILL\nPresident, Court TV"
00:21:46.777,00:21:52.277,chyron,"ELLEN HUME\nPress, Politics & Public Policy Center\nHarvard University"
00:22:16.777,00:22:20.777,chyron,"STEVEN BRILL\nPresident, Court TV"
00:24:05.277,00:24:10.527,chyron,ANN LEWIS\nPolitical Analyst
00:25:34.527,00:25:40.777,chyron,"ELLEN HUME\nPress, Politics & Public Policy Center\nHarvard University"
00:27:12.527,00:27:17.277,chyron,ANN LEWIS\nPolitical Analyst
00:28:12.527,00:28:18.027,chyron,"STEVEN BRILL\nPresident, Court TV"
00:29:55.027,00:30:01.527,chyron,SUSAN XENARIOS\nRape Counselor
00:32:31.277,00:32:36.527,chyron,SUSAN XENARIOS\nRape Counselor
00:33:22.277,00:33:26.777,chyron,ANN LEWIS\nPolitical Analyst
00:35:04.777,00:35:09.027,chyron,"ELLEN HUME\nPress, Politics & Public Policy Center\nHarvard University"
00:35:41.027,00:35:44.277,chyron,"STEVEN BRILL\nPresident, Court TV"
00:36:19.527,00:36:24.027,chyron,SUSAN XENARIOS\nRape Counselor
00:38:40.527,00:38:44.027,chyron,"ROBERT GATES\nDirector, CIA"
00:41:21.777,00:41:26.277,chyron,"ROBERT GATES\nDirector, CIA"
00:44:48.027,00:44:52.027,chyron,ED MIERZWINSKI\nPublic Interest Research Group
00:46:07.527,00:46:11.777,chyron,BARRY CONNELLY\nAssociated Credit Bureaus
00:47:06.277,00:47:10.527,chyron,URSULA DANIELS
00:49:28.027,00:49:29.777,chyron,SEYMOUR SHOR
00:52:07.777,00:52:11.777,chyron,JOHN BAKER\nEquifax
