start,end,scene-label,text-transcript
00:03:44.527,00:03:50.277,chyron,JIM LEHRER\nWASHINGTON
00:05:11.277,00:05:19.277,chyron,JERRY JONES\nUMW LOCAL PRESIDENT
00:06:49.777,00:06:58.527,chyron,JERRY JONES\nUMW LOCAL PRESIDENT
00:09:03.527,00:09:08.527,chyron,"THOMAS N. BETHELL\nEDITOR, ""COAL PATROL"""
00:11:05.777,00:11:10.027,chyron,"THOMAS N. BETHELL\nEDITOR, ""COAL PATROL"""
00:12:54.277,00:13:00.277,chyron,JOHN HOERR\nBUSINESS WEEK
00:17:26.027,00:17:29.777,chyron,"THOMAS N. BETHELL\nEDITOR, ""COAL PATROL"""
00:20:13.027,00:20:17.027,chyron,JOHN HOERR\nBUSINESS WEEK
00:22:33.527,00:22:40.527,chyron,JERRY JONES\nUMW LOCAL PRESIDENT
00:25:17.027,00:25:20.527,chyron,JOHN HOERR\nBUSINESS WEEK
00:26:35.527,00:26:38.777,chyron,"THOMAS N. BETHELL\nEDITOR, ""COAL PATROL"""
00:27:59.027,00:28:03.027,chyron,JOHN HOERR\nBUSINESS WEEK
