index	timestamp	GUID	entity	type	instances	wiki_url	QID
621	2022-11-14 20:17:54	cpb-aacip-507-4t6f18t178-transcript.ann	ROBERT MacNEIL	person	1	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
622	2022-11-14 20:18:13	cpb-aacip-507-4t6f18t178-transcript.ann	Energy Secretary James Schlesinger	person	1	https://en.wikipedia.org/wiki/James_R._Schlesinger	https://www.wikidata.org/wiki/Q171989
623	2022-11-14 20:18:19	cpb-aacip-507-4t6f18t178-transcript.ann	New York	location	1	https://en.wikipedia.org/wiki/New_York_City	https://www.wikidata.org/wiki/Q60
624	2022-11-14 20:18:26	cpb-aacip-507-4t6f18t178-transcript.ann	Mr. Schlesinger	person	1	https://en.wikipedia.org/wiki/James_R._Schlesinger	https://www.wikidata.org/wiki/Q171989
625	2022-11-14 20:18:39	cpb-aacip-507-4t6f18t178-transcript.ann	United Mine Workers	organization	4	https://en.wikipedia.org/wiki/United_Mine_Workers_of_America	https://www.wikidata.org/wiki/Q3550709
626	2022-11-14 20:18:43	cpb-aacip-507-4t6f18t178-transcript.ann	Ohio	location	2	https://en.wikipedia.org/wiki/Ohio	https://www.wikidata.org/wiki/Q1397
627	2022-11-14 20:18:46	cpb-aacip-507-4t6f18t178-transcript.ann	Maryland	location	1	https://en.wikipedia.org/wiki/Maryland	https://www.wikidata.org/wiki/Q1391
628	2022-11-14 20:18:56	cpb-aacip-507-4t6f18t178-transcript.ann	Kentucky	location	1	https://en.wikipedia.org/wiki/Kentucky	https://www.wikidata.org/wiki/Q1603
629	2022-11-14 20:19:06	cpb-aacip-507-4t6f18t178-transcript.ann	West Virginia	location	4	https://en.wikipedia.org/wiki/West_Virginia	https://www.wikidata.org/wiki/Q1371
630	2022-11-14 20:19:09	cpb-aacip-507-4t6f18t178-transcript.ann	Virginia	location	1	https://en.wikipedia.org/wiki/Virginia	https://www.wikidata.org/wiki/Q1370
631	2022-11-14 20:19:24	cpb-aacip-507-4t6f18t178-transcript.ann	Mine Workers` President, Arnold Miller	person	1	https://en.wikipedia.org/wiki/Arnold_Miller	https://www.wikidata.org/wiki/Q4795176
632	2022-11-14 20:19:28	cpb-aacip-507-4t6f18t178-transcript.ann	Jim	person	5	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
633	2022-11-14 20:19:31	cpb-aacip-507-4t6f18t178-transcript.ann	JIM LEHRER	person	1	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
634	2022-11-14 20:19:34	cpb-aacip-507-4t6f18t178-transcript.ann	Robin	person	6	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
635	2022-11-14 20:19:37	cpb-aacip-507-4t6f18t178-transcript.ann	MacNEIL	person	25	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
636	2022-11-14 20:20:04	cpb-aacip-507-4t6f18t178-transcript.ann	Jerry Jones	person	1		
637	2022-11-14 20:21:07	cpb-aacip-507-4t6f18t178-transcript.ann	Oldbin Coal Company	organization	1		
638	2022-11-14 20:21:38	cpb-aacip-507-4t6f18t178-transcript.ann	Local 1124 of District 12 of the United Mine Workers	organization	1		
639	2022-11-14 20:22:08	cpb-aacip-507-4t6f18t178-transcript.ann	Mr. Jones	person	9		
640	2022-11-14 20:22:16	cpb-aacip-507-4t6f18t178-transcript.ann	Sesser	location	1	https://en.wikipedia.org/wiki/Sesser,_Illinois	https://www.wikidata.org/wiki/Q578656
641	2022-11-14 20:22:20	cpb-aacip-507-4t6f18t178-transcript.ann	JERRY JONES	person	1		
642	2022-11-14 20:22:35	cpb-aacip-507-4t6f18t178-transcript.ann	President Miller	person	1	https://en.wikipedia.org/wiki/Arnold_Miller	https://www.wikidata.org/wiki/Q4795176
643	2022-11-14 20:22:39	cpb-aacip-507-4t6f18t178-transcript.ann	JONES	person	18		
644	2022-11-14 20:22:42	cpb-aacip-507-4t6f18t178-transcript.ann	Illinois	location	5	https://en.wikipedia.org/wiki/Illinois	https://www.wikidata.org/wiki/Q1204
645	2022-11-14 20:22:47	cpb-aacip-507-4t6f18t178-transcript.ann	Arnold Miller	person	4	https://en.wikipedia.org/wiki/Arnold_Miller	https://www.wikidata.org/wiki/Q4795176
646	2022-11-14 20:22:51	cpb-aacip-507-4t6f18t178-transcript.ann	Mr. Miller	person	3	https://en.wikipedia.org/wiki/Arnold_Miller	https://www.wikidata.org/wiki/Q4795176
647	2022-11-14 20:23:32	cpb-aacip-507-4t6f18t178-transcript.ann	Harry Patrick	person	1		
648	2022-11-14 20:23:42	cpb-aacip-507-4t6f18t178-transcript.ann	Miller	person	1	https://en.wikipedia.org/wiki/Arnold_Miller	https://www.wikidata.org/wiki/Q4795176
649	2022-11-14 20:23:48	cpb-aacip-507-4t6f18t178-transcript.ann	Arnold	person	2	https://en.wikipedia.org/wiki/Arnold_Miller	https://www.wikidata.org/wiki/Q4795176
650	2022-11-14 20:24:08	cpb-aacip-507-4t6f18t178-transcript.ann	LEHRER	person	18	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
651	2022-11-14 20:24:44	cpb-aacip-507-4t6f18t178-transcript.ann	Thomas Bethell	person	1		
652	2022-11-14 20:24:47	cpb-aacip-507-4t6f18t178-transcript.ann	Mr. Bethell	person	2		
653	2022-11-14 20:25:15	cpb-aacip-507-4t6f18t178-transcript.ann	THOMAS N. BETHELL	person	1		
654	2022-11-14 20:25:27	cpb-aacip-507-4t6f18t178-transcript.ann	UMW	organization	12	https://en.wikipedia.org/wiki/United_Mine_Workers_of_America	https://www.wikidata.org/wiki/Q3550709
655	2022-11-14 20:25:31	cpb-aacip-507-4t6f18t178-transcript.ann	BETHELL	person	11		
656	2022-11-14 20:25:36	cpb-aacip-507-4t6f18t178-transcript.ann	Supreme Court	organization	1	https://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	https://www.wikidata.org/wiki/Q11201
657	2022-11-14 20:25:59	cpb-aacip-507-4t6f18t178-transcript.ann	John Hoerr	person	2	https://en.wikipedia.org/wiki/John_Hoerr	https://www.wikidata.org/wiki/Q6239499
658	2022-11-14 20:26:03	cpb-aacip-507-4t6f18t178-transcript.ann	Mr. Hoerr	person	4	https://en.wikipedia.org/wiki/John_Hoerr	https://www.wikidata.org/wiki/Q6239499
659	2022-11-14 20:26:07	cpb-aacip-507-4t6f18t178-transcript.ann	JOHN HOERR	person	1	https://en.wikipedia.org/wiki/John_Hoerr	https://www.wikidata.org/wiki/Q6239499
660	2022-11-14 20:26:13	cpb-aacip-507-4t6f18t178-transcript.ann	HOERR	person	10	https://en.wikipedia.org/wiki/John_Hoerr	https://www.wikidata.org/wiki/Q6239499
661	2022-11-14 20:26:43	cpb-aacip-507-4t6f18t178-transcript.ann	Coal Patrol	publication_title	1		
662	2022-11-14 20:27:02	cpb-aacip-507-4t6f18t178-transcript.ann	Business Week	publication_title	1	https://en.wikipedia.org/wiki/Bloomberg_Businessweek	https://www.wikidata.org/wiki/Q833195
663	2022-11-14 20:27:10	cpb-aacip-507-4t6f18t178-transcript.ann	Tom Bethell	person	5		
664	2022-11-14 20:27:25	cpb-aacip-507-4t6f18t178-transcript.ann	United Auto Workers	organization	1	https://en.wikipedia.org/wiki/United_Auto_Workers	https://www.wikidata.org/wiki/Q1814260
665	2022-11-14 20:27:39	cpb-aacip-507-4t6f18t178-transcript.ann	Appalachia	location	2	https://en.wikipedia.org/wiki/Appalachia	https://www.wikidata.org/wiki/Q2673740
666	2022-11-14 20:27:52	cpb-aacip-507-4t6f18t178-transcript.ann	Tom	person	6		
667	2022-11-14 20:28:05	cpb-aacip-507-4t6f18t178-transcript.ann	John	person	1	https://en.wikipedia.org/wiki/John_Hoerr	https://www.wikidata.org/wiki/Q6239499
668	2022-11-14 20:28:09	cpb-aacip-507-4t6f18t178-transcript.ann	Washington	location	2	https://en.wikipedia.org/wiki/Washington,_D.C.	https://www.wikidata.org/wiki/Q61
669	2022-11-14 20:28:22	cpb-aacip-507-4t6f18t178-transcript.ann	BCOA	organization	3	https://en.wikipedia.org/wiki/Bituminous_Coal_Operators_Association	https://www.wikidata.org/wiki/Q55316315
