guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-6h4cn6zk04-transcript.ann	T1	person	8	22	ROBERT MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-6h4cn6zk04-transcript.ann	T2	person	74	86	Albert Hakim	https://en.wikipedia.org/wiki/Albert_Hakim	https://www.wikidata.org/wiki/Q4710394
cpb-aacip-507-6h4cn6zk04-transcript.ann	T3	event	96	116	Iran-contra hearings	https://en.wikipedia.org/wiki/Iran%E2%80%93Contra_affair	https://www.wikidata.org/wiki/Q273659
cpb-aacip-507-6h4cn6zk04-transcript.ann	T4	person	145	162	Col. Oliver North	https://en.wikipedia.org/wiki/Oliver_North	https://www.wikidata.org/wiki/Q431223
cpb-aacip-507-6h4cn6zk04-transcript.ann	T5	organization	179	198	Independent Counsel	https://en.wikipedia.org/wiki/United_States_Department_of_Justice_Office_of_Special_Counsel	https://www.wikidata.org/wiki/Q7863164
cpb-aacip-507-6h4cn6zk04-transcript.ann	T6	person	199	213	Lawrence Walsh	https://en.wikipedia.org/wiki/Lawrence_Walsh	https://www.wikidata.org/wiki/Q521032
cpb-aacip-507-6h4cn6zk04-transcript.ann	T7	person	260	270	Col. North	https://en.wikipedia.org/wiki/Oliver_North	https://www.wikidata.org/wiki/Q431223
cpb-aacip-507-6h4cn6zk04-transcript.ann	T8	location	272	280	New York	https://en.wikipedia.org/wiki/New_York_City	https://www.wikidata.org/wiki/Q60
cpb-aacip-507-6h4cn6zk04-transcript.ann	T9	person	281	305	Congressman Mario Biaggi	https://en.wikipedia.org/wiki/Mario_Biaggi	https://www.wikidata.org/wiki/Q11880937
cpb-aacip-507-6h4cn6zk04-transcript.ann	T10	event	342	363	Wedtech investigation	https://en.wikipedia.org/wiki/Wedtech_scandal	https://www.wikidata.org/wiki/Q7979259
cpb-aacip-507-6h4cn6zk04-transcript.ann	T11	title	383	396	Sullivan Code	https://en.wikipedia.org/wiki/Sullivan_principles	https://www.wikidata.org/wiki/Q263885
cpb-aacip-507-6h4cn6zk04-transcript.ann	T12	location	407	411	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-6h4cn6zk04-transcript.ann	T13	location	424	436	South Africa	https://en.wikipedia.org/wiki/South_Africa	https://www.wikidata.org/wiki/Q258
cpb-aacip-507-6h4cn6zk04-transcript.ann	T14	person	529	532	Jim	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-6h4cn6zk04-transcript.ann	T15	person	536	546	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-6h4cn6zk04-transcript.ann	T16	person	589	632	Assistant Secretary of State Elliott Abrams	https://en.wikipedia.org/wiki/Elliott_Abrams	https://www.wikidata.org/wiki/Q1263846
cpb-aacip-507-6h4cn6zk04-transcript.ann	T17	person	637	649	Albert Hakim	https://en.wikipedia.org/wiki/Albert_Hakim	https://www.wikidata.org/wiki/Q4710394
cpb-aacip-507-6h4cn6zk04-transcript.ann	T18	event	661	681	Iran-contra hearings	https://en.wikipedia.org/wiki/Iran%E2%80%93Contra_affair	https://www.wikidata.org/wiki/Q273659
cpb-aacip-507-6h4cn6zk04-transcript.ann	T19	person	725	731	Inouye	https://en.wikipedia.org/wiki/Daniel_Inouye	https://www.wikidata.org/wiki/Q312845
cpb-aacip-507-6h4cn6zk04-transcript.ann	T20	person	736	742	Rudman	https://en.wikipedia.org/wiki/Warren_Rudman	https://www.wikidata.org/wiki/Q60547
