index	timestamp	GUID	entity	type	instances	wiki_url	QID
1293	2022-11-15 15:57:46	cpb-aacip-507-n29p26qt59-transcript.ann	MARGARET WARNER	person	33	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
1294	2022-11-15 15:57:51	cpb-aacip-507-n29p26qt59-transcript.ann	NEWS SUMMARY	program_title	1		
1295	2022-11-16 20:01:23	cpb-aacip-507-n29p26qt59-transcript.ann	PRESIDENT CLINTON	person	1	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
1296	2022-11-16 20:01:30	cpb-aacip-507-n29p26qt59-transcript.ann	ELIZABETH FARNSWORTH	person	19	https://en.wikipedia.org/wiki/Elizabeth_Farnsworth	https://www.wikidata.org/wiki/Q5362750
1297	2022-11-16 20:01:50	cpb-aacip-507-n29p26qt59-transcript.ann	JOHN IRVINE	person	1	https://en.wikipedia.org/wiki/John_Irvine_(journalist)	https://www.wikidata.org/wiki/Q6240858
1298	2022-11-16 20:01:55	cpb-aacip-507-n29p26qt59-transcript.ann	Margaret Warner	person	2	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
1299	2022-11-16 20:01:56	cpb-aacip-507-n29p26qt59-transcript.ann	Jim Lehrer	person	1	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
1300	2022-11-16 20:01:59	cpb-aacip-507-n29p26qt59-transcript.ann	NewsHour	program_title	4	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
1301	2022-11-16 20:03:22	cpb-aacip-507-n29p26qt59-transcript.ann	President-elect Bush	person	12	https://en.wikipedia.org/wiki/George_W._Bush	https://www.wikidata.org/wiki/Q207
1302	2022-11-16 20:03:45	cpb-aacip-507-n29p26qt59-transcript.ann	Paul Solman	person	2	https://en.wikipedia.org/wiki/Paul_Solman	https://www.wikidata.org/wiki/Q17402741
1303	2022-11-16 20:03:47	cpb-aacip-507-n29p26qt59-transcript.ann	Susan Dentzer	person	2	https://en.wikipedia.org/wiki/Susan_Dentzer	https://www.wikidata.org/wiki/Q7647748
1304	2022-11-16 20:03:50	cpb-aacip-507-n29p26qt59-transcript.ann	Elizabeth Farnsworth	person	2	https://en.wikipedia.org/wiki/Elizabeth_Farnsworth	https://www.wikidata.org/wiki/Q5362750
1305	2022-11-16 20:04:03	cpb-aacip-507-n29p26qt59-transcript.ann	Michael Beschloss	person	3	https://en.wikipedia.org/wiki/Michael_Beschloss	https://www.wikidata.org/wiki/Q2814226
1306	2022-11-16 20:04:14	cpb-aacip-507-n29p26qt59-transcript.ann	Haynes Johnson	person	2	https://en.wikipedia.org/wiki/Haynes_Johnson	https://www.wikidata.org/wiki/Q5687072
1307	2022-11-16 20:05:30	cpb-aacip-507-n29p26qt59-transcript.ann	Roger Wilkins	person	3		
1308	2022-11-16 20:05:50	cpb-aacip-507-n29p26qt59-transcript.ann	Richard Norton Smith	person	2	https://en.wikipedia.org/wiki/Richard_Norton_Smith	https://www.wikidata.org/wiki/Q3431069
1309	2022-11-16 20:06:03	cpb-aacip-507-n29p26qt59-transcript.ann	Donald Rumsfeld	person	7	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
1310	2022-11-16 20:06:05	cpb-aacip-507-n29p26qt59-transcript.ann	White House	organization	2	https://en.wikipedia.org/wiki/White_House	https://www.wikidata.org/wiki/Q35525
1311	2022-11-16 20:06:08	cpb-aacip-507-n29p26qt59-transcript.ann	President Ford	person	1	https://en.wikipedia.org/wiki/Gerald_Ford	https://www.wikidata.org/wiki/Q9582
1312	2022-11-16 20:06:16	cpb-aacip-507-n29p26qt59-transcript.ann	Rumsfeld	person	17	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
1313	2022-11-16 20:06:20	cpb-aacip-507-n29p26qt59-transcript.ann	News Summary	program_title	2		
1314	2022-11-16 20:06:34	cpb-aacip-507-n29p26qt59-transcript.ann	2000 Census	publication_title	1	https://en.wikipedia.org/wiki/2000_United_States_census	https://www.wikidata.org/wiki/Q166998
1315	2022-11-16 20:06:39	cpb-aacip-507-n29p26qt59-transcript.ann	U.S.	location	6	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
1316	2022-11-16 20:07:02	cpb-aacip-507-n29p26qt59-transcript.ann	U.S. House of Representatives	organization	1	https://en.wikipedia.org/wiki/United_States_House_of_Representatives	https://www.wikidata.org/wiki/Q11701
1317	2022-11-16 20:07:11	cpb-aacip-507-n29p26qt59-transcript.ann	Arizona	location	1	https://en.wikipedia.org/wiki/Arizona	https://www.wikidata.org/wiki/Q816
1318	2022-11-16 20:07:14	cpb-aacip-507-n29p26qt59-transcript.ann	Texas	location	3	https://en.wikipedia.org/wiki/Texas	https://www.wikidata.org/wiki/Q1439
1319	2022-11-16 20:07:16	cpb-aacip-507-n29p26qt59-transcript.ann	Georgia	location	1	https://en.wikipedia.org/wiki/Georgia_(U.S._state)	https://www.wikidata.org/wiki/Q1428
1320	2022-11-16 20:07:18	cpb-aacip-507-n29p26qt59-transcript.ann	Florida	location	1	https://en.wikipedia.org/wiki/Florida	https://www.wikidata.org/wiki/Q812
1321	2022-11-16 20:07:37	cpb-aacip-507-n29p26qt59-transcript.ann	New York	location	1	https://en.wikipedia.org/wiki/New_York_(state)	https://www.wikidata.org/wiki/Q1384
1322	2022-11-16 20:07:39	cpb-aacip-507-n29p26qt59-transcript.ann	Pennsylvania	location	1	https://en.wikipedia.org/wiki/Pennsylvania	https://www.wikidata.org/wiki/Q1400
