guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-v40js9j432-transcript.ann	T1	title	0	5	Intro		
cpb-aacip-507-v40js9j432-transcript.ann	T2	person	7	21	ROBERT MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-v40js9j432-transcript.ann	T3	person	80	96	President Reagan	https://en.wikipedia.org/wiki/Ronald_Reagan	https://www.wikidata.org/wiki/Q9960
cpb-aacip-507-v40js9j432-transcript.ann	T4	location	202	209	Lebanon	https://en.wikipedia.org/wiki/Lebanon	https://www.wikidata.org/wiki/Q822
cpb-aacip-507-v40js9j432-transcript.ann	T5	location	211	216	Syria	https://en.wikipedia.org/wiki/Syria	https://www.wikidata.org/wiki/Q858
cpb-aacip-507-v40js9j432-transcript.ann	T6	location	221	227	Israel	https://en.wikipedia.org/wiki/Israel	https://www.wikidata.org/wiki/Q801
cpb-aacip-507-v40js9j432-transcript.ann	T7	organization	259	264	House	https://en.wikipedia.org/wiki/United_States_House_of_Representatives	https://www.wikidata.org/wiki/Q11701
cpb-aacip-507-v40js9j432-transcript.ann	T8	organization	269	275	Senate	https://en.wikipedia.org/wiki/United_States_Senate	https://www.wikidata.org/wiki/Q66096
cpb-aacip-507-v40js9j432-transcript.ann	T9	location	374	382	Oklahoma	https://en.wikipedia.org/wiki/Oklahoma	https://www.wikidata.org/wiki/Q1649
cpb-aacip-507-v40js9j432-transcript.ann	T10	person	430	433	Jim	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-v40js9j432-transcript.ann	T11	person	436	446	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-v40js9j432-transcript.ann	T12	title	452	460	NewsHour	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
cpb-aacip-507-v40js9j432-transcript.ann	T13	title	476	491	news of the day		
cpb-aacip-507-v40js9j432-transcript.ann	T14	title	497	510	focus segment		
cpb-aacip-507-v40js9j432-transcript.ann	T15	title	518	537	newsmaker interview		
cpb-aacip-507-v40js9j432-transcript.ann	T16	person	550	566	President Reagan	https://en.wikipedia.org/wiki/Ronald_Reagan	https://www.wikidata.org/wiki/Q9960
cpb-aacip-507-v40js9j432-transcript.ann	T17	organization	605	639	Senate Foreign Relations Committee	https://en.wikipedia.org/wiki/United_States_Senate_Committee_on_Foreign_Relations	https://www.wikidata.org/wiki/Q1806257
cpb-aacip-507-v40js9j432-transcript.ann	T18	person	649	662	Richard Lugar	https://en.wikipedia.org/wiki/Richard_Lugar	https://www.wikidata.org/wiki/Q363079
cpb-aacip-507-v40js9j432-transcript.ann	T19	person	674	687	Jesse Jackson	https://en.wikipedia.org/wiki/Jesse_Jackson	https://www.wikidata.org/wiki/Q310586
cpb-aacip-507-v40js9j432-transcript.ann	T20	person	696	729	Defense Secretary Donald Rumsfeld	https://en.wikipedia.org/wiki/Donald_Rumsfeld	https://www.wikidata.org/wiki/Q184650
cpb-aacip-507-v40js9j432-transcript.ann	T21	organization	741	757	State Department	https://en.wikipedia.org/wiki/United_States_Department_of_State	https://www.wikidata.org/wiki/Q789915
cpb-aacip-507-v40js9j432-transcript.ann	T22	person	767	779	Joseph Sisco	https://en.wikipedia.org/wiki/Joseph_J._Sisco	https://www.wikidata.org/wiki/Q521462
cpb-aacip-507-v40js9j432-transcript.ann	T23	title	539	544	Focus		
cpb-aacip-507-v40js9j432-transcript.ann	T24	title	781	786	Focus		
cpb-aacip-507-v40js9j432-transcript.ann	T25	organization	811	816	House	https://en.wikipedia.org/wiki/United_States_House_of_Representatives	https://www.wikidata.org/wiki/Q11701
cpb-aacip-507-v40js9j432-transcript.ann	T26	organization	821	827	Senate	https://en.wikipedia.org/wiki/United_States_Senate	https://www.wikidata.org/wiki/Q66096
cpb-aacip-507-v40js9j432-transcript.ann	T27	person	890	914	Congressman William Gray	https://en.wikipedia.org/wiki/William_H._Gray_III	https://www.wikidata.org/wiki/Q3511361
cpb-aacip-507-v40js9j432-transcript.ann	T28	person	919	944	Senator William Armstrong	https://en.wikipedia.org/wiki/William_L._Armstrong	https://www.wikidata.org/wiki/Q744037
cpb-aacip-507-v40js9j432-transcript.ann	T29	title	950	969	newsmaker interview		
