index	timestamp	GUID	entity	type	instances	wiki_url	QID
2316	2022-11-18 16:20:53	cpb-aacip-507-v11vd6pz5w-transcript.ann	JIM LEHRER	person	27	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
2317	2022-11-18 16:20:55	cpb-aacip-507-v11vd6pz5w-transcript.ann	Jim Lehrer	person	2	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
2318	2022-11-18 16:20:56	cpb-aacip-507-v11vd6pz5w-transcript.ann	NewsHour	program_title	2	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
2319	2022-11-18 16:21:00	cpb-aacip-507-v11vd6pz5w-transcript.ann	Iraq	location	38	https://en.wikipedia.org/wiki/Iraq	https://www.wikidata.org/wiki/Q796
2320	2022-11-18 16:21:02	cpb-aacip-507-v11vd6pz5w-transcript.ann	New York Times	publication_title	2	https://en.wikipedia.org/wiki/The_New_York_Times	https://www.wikidata.org/wiki/Q9684
2321	2022-11-18 16:21:04	cpb-aacip-507-v11vd6pz5w-transcript.ann	Senate Foreign Relations Committee	organization	2	https://en.wikipedia.org/wiki/United_States_Senate_Committee_on_Foreign_Relations	https://www.wikidata.org/wiki/Q1806257
2322	2022-11-18 16:21:56	cpb-aacip-507-v11vd6pz5w-transcript.ann	Lugar	person	1	https://en.wikipedia.org/wiki/Richard_Lugar	https://www.wikidata.org/wiki/Q363079
2323	2022-11-18 16:22:11	cpb-aacip-507-v11vd6pz5w-transcript.ann	Biden	person	1	https://en.wikipedia.org/wiki/Joe_Biden	https://www.wikidata.org/wiki/Q6279
2324	2022-11-18 16:22:28	cpb-aacip-507-v11vd6pz5w-transcript.ann	Major League Baseball	organization	1	https://en.wikipedia.org/wiki/Major_League_Baseball	https://www.wikidata.org/wiki/Q1163715
2325	2022-11-18 16:22:30	cpb-aacip-507-v11vd6pz5w-transcript.ann	NEWS SUMMARY	program_title	1		
2326	2022-11-18 16:22:32	cpb-aacip-507-v11vd6pz5w-transcript.ann	U.S.	location	21	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
2327	2022-11-18 16:22:44	cpb-aacip-507-v11vd6pz5w-transcript.ann	Baghdad	location	12	https://en.wikipedia.org/wiki/Baghdad	https://www.wikidata.org/wiki/Q1530
2328	2022-11-18 16:22:54	cpb-aacip-507-v11vd6pz5w-transcript.ann	Moqtada Sadr	person	1	https://en.wikipedia.org/wiki/Muqtada_al-Sadr	https://www.wikidata.org/wiki/Q216826
2329	2022-11-18 16:23:04	cpb-aacip-507-v11vd6pz5w-transcript.ann	U.S. Military	organization	1	https://en.wikipedia.org/wiki/United_States_Armed_Forces	https://www.wikidata.org/wiki/Q11211
