index	timestamp	GUID	entity	type	instances	wiki_url	QID
1895	2022-11-17 14:37:00	cpb-aacip-507-pr7mp4wf25-transcript.ann	JIM LEHRER	person	28	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
1896	2022-11-17 14:37:05	cpb-aacip-507-pr7mp4wf25-transcript.ann	Jim Lehrer	person	2	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
1897	2022-11-17 14:37:11	cpb-aacip-507-pr7mp4wf25-transcript.ann	NewsHour	program_title	2	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
1898	2022-11-17 14:37:15	cpb-aacip-507-pr7mp4wf25-transcript.ann	New Hampshire	location	16	https://en.wikipedia.org/wiki/New_Hampshire	https://www.wikidata.org/wiki/Q759
1899	2022-11-17 15:44:32	cpb-aacip-507-pr7mp4wf25-transcript.ann	Tom Oliphant	person	2	https://en.wikipedia.org/wiki/Thomas_Oliphant	https://www.wikidata.org/wiki/Q7792873
1900	2022-11-17 15:45:17	cpb-aacip-507-pr7mp4wf25-transcript.ann	David Brooks	person	2	https://en.wikipedia.org/wiki/David_Brooks_(commentator)	https://www.wikidata.org/wiki/Q938475
1901	2022-11-17 15:45:28	cpb-aacip-507-pr7mp4wf25-transcript.ann	Mark Shields	person	2	https://en.wikipedia.org/wiki/Mark_Shields	https://www.wikidata.org/wiki/Q6769698
1902	2022-11-17 15:45:41	cpb-aacip-507-pr7mp4wf25-transcript.ann	Paul Gigot	person	2	https://en.wikipedia.org/wiki/Paul_Gigot	https://www.wikidata.org/wiki/Q7150895
1903	2022-11-17 15:45:44	cpb-aacip-507-pr7mp4wf25-transcript.ann	Terence Smith	person	2	https://en.wikipedia.org/wiki/Terence_Smith_(journalist)	https://www.wikidata.org/wiki/Q7702012
1904	2022-11-17 15:46:01	cpb-aacip-507-pr7mp4wf25-transcript.ann	TV morning news war	event	1		
1905	2022-11-17 15:46:03	cpb-aacip-507-pr7mp4wf25-transcript.ann	Ray Suarez	person	2	https://en.wikipedia.org/wiki/Ray_Suarez	https://www.wikidata.org/wiki/Q7298172
1906	2022-11-17 15:46:15	cpb-aacip-507-pr7mp4wf25-transcript.ann	Nigeria	location	27	https://en.wikipedia.org/wiki/Nigeria	https://www.wikidata.org/wiki/Q1033
1907	2022-11-17 15:46:18	cpb-aacip-507-pr7mp4wf25-transcript.ann	NEWS SUMMARY	program_title	1		
1908	2022-11-17 15:46:20	cpb-aacip-507-pr7mp4wf25-transcript.ann	President Clinton	person	6	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
1909	2022-11-17 15:46:22	cpb-aacip-507-pr7mp4wf25-transcript.ann	White House	location	1	https://en.wikipedia.org/wiki/White_House	https://www.wikidata.org/wiki/Q35525
1910	2022-11-17 15:46:25	cpb-aacip-507-pr7mp4wf25-transcript.ann	PRESIDENT CLINTON	person	2	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
1911	2022-11-17 15:46:46	cpb-aacip-507-pr7mp4wf25-transcript.ann	George Orwell	person	1	https://en.wikipedia.org/wiki/George_Orwell	https://www.wikidata.org/wiki/Q3335
1912	2022-11-17 15:46:55	cpb-aacip-507-pr7mp4wf25-transcript.ann	1984	publication_title	1	https://en.wikipedia.org/wiki/Nineteen_Eighty-Four	https://www.wikidata.org/wiki/Q208460
1913	2022-11-17 15:47:00	cpb-aacip-507-pr7mp4wf25-transcript.ann	Wall Street	organization	1	https://en.wikipedia.org/wiki/Wall_Street	https://www.wikidata.org/wiki/Q11690
1914	2022-11-17 15:47:03	cpb-aacip-507-pr7mp4wf25-transcript.ann	Dow Jones Industrial Average	organization	1	https://en.wikipedia.org/wiki/Dow_Jones_Industrial_Average	https://www.wikidata.org/wiki/Q180816
1915	2022-11-17 15:47:06	cpb-aacip-507-pr7mp4wf25-transcript.ann	NASDAQ Index	organization	1	https://en.wikipedia.org/wiki/Nasdaq_Composite	https://www.wikidata.org/wiki/Q575782
1916	2022-11-17 15:47:09	cpb-aacip-507-pr7mp4wf25-transcript.ann	Senate	organization	1	https://en.wikipedia.org/wiki/United_States_Senate	https://www.wikidata.org/wiki/Q66096
1917	2022-11-17 15:47:14	cpb-aacip-507-pr7mp4wf25-transcript.ann	Africa	location	8	https://en.wikipedia.org/wiki/Africa	https://www.wikidata.org/wiki/Q15
1918	2022-11-17 15:47:16	cpb-aacip-507-pr7mp4wf25-transcript.ann	Caribbean	location	1	https://en.wikipedia.org/wiki/Caribbean	https://www.wikidata.org/wiki/Q664609
1919	2022-11-17 15:47:19	cpb-aacip-507-pr7mp4wf25-transcript.ann	Russia	location	4	https://en.wikipedia.org/wiki/Russia	https://www.wikidata.org/wiki/Q159
1920	2022-11-17 15:47:47	cpb-aacip-507-pr7mp4wf25-transcript.ann	Chechnya	location	2	https://en.wikipedia.org/wiki/Chechnya	https://www.wikidata.org/wiki/Q5187
1921	2022-11-17 15:47:57	cpb-aacip-507-pr7mp4wf25-transcript.ann	Russian air force	organization	1	https://en.wikipedia.org/wiki/Russian_Air_Force	https://www.wikidata.org/wiki/Q209833
1922	2022-11-17 15:48:14	cpb-aacip-507-pr7mp4wf25-transcript.ann	Grozny	location	1	https://en.wikipedia.org/wiki/Grozny	https://www.wikidata.org/wiki/Q5196
1923	2022-11-17 15:48:34	cpb-aacip-507-pr7mp4wf25-transcript.ann	Moscow	location	1	https://en.wikipedia.org/wiki/Moscow	https://www.wikidata.org/wiki/Q649
1924	2022-11-17 15:48:36	cpb-aacip-507-pr7mp4wf25-transcript.ann	U.S.	location	1	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
1925	2022-11-17 15:48:49	cpb-aacip-507-pr7mp4wf25-transcript.ann	Deputy Secretary of State Strobe Talbott	person	1	https://en.wikipedia.org/wiki/Strobe_Talbott	https://www.wikidata.org/wiki/Q1287886
1926	2022-11-17 15:49:28	cpb-aacip-507-pr7mp4wf25-transcript.ann	Russian Foreign Minister Ivanov	person	1	https://en.wikipedia.org/wiki/Igor_Ivanov	https://www.wikidata.org/wiki/Q378027
1927	2022-11-17 15:49:35	cpb-aacip-507-pr7mp4wf25-transcript.ann	STROBE TALBOTT	person	1	https://en.wikipedia.org/wiki/Strobe_Talbott	https://www.wikidata.org/wiki/Q1287886
1928	2022-11-17 15:49:46	cpb-aacip-507-pr7mp4wf25-transcript.ann	Russian federation	organization	1	https://en.wikipedia.org/wiki/Russia	https://www.wikidata.org/wiki/Q159
1929	2022-11-17 15:50:00	cpb-aacip-507-pr7mp4wf25-transcript.ann	Russian state	organization	1	https://en.wikipedia.org/wiki/Russia	https://www.wikidata.org/wiki/Q159
1930	2022-11-17 15:50:02	cpb-aacip-507-pr7mp4wf25-transcript.ann	United States	location	2	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
1931	2022-11-17 15:50:21	cpb-aacip-507-pr7mp4wf25-transcript.ann	Cleveland	location	1	https://en.wikipedia.org/wiki/Cleveland	https://www.wikidata.org/wiki/Q37320
1932	2022-11-17 15:50:43	cpb-aacip-507-pr7mp4wf25-transcript.ann	Mayor Michael White	person	1	https://en.wikipedia.org/wiki/Michael_R._White_(politician)	https://www.wikidata.org/wiki/Q11989277
1933	2022-11-17 15:50:55	cpb-aacip-507-pr7mp4wf25-transcript.ann	Cleveland Plain Dealer	publication_title	1	https://en.wikipedia.org/wiki/The_Plain_Dealer	https://www.wikidata.org/wiki/Q286036
1934	2022-11-17 15:51:14	cpb-aacip-507-pr7mp4wf25-transcript.ann	Columbine High School	location	1	https://en.wikipedia.org/wiki/Columbine_High_School	https://www.wikidata.org/wiki/Q1112675
1935	2022-11-17 15:51:16	cpb-aacip-507-pr7mp4wf25-transcript.ann	Colorado	location	1	https://en.wikipedia.org/wiki/Colorado	https://www.wikidata.org/wiki/Q1261
1936	2022-11-17 15:51:27	cpb-aacip-507-pr7mp4wf25-transcript.ann	Dartmouth College	organization	2	https://en.wikipedia.org/wiki/Dartmouth_College	https://www.wikidata.org/wiki/Q49116
