guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-6w96689725-transcript.ann	T1	person	0	14	ROBERT MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-6w96689725-transcript.ann	T2	person	171	175	Ford	https://en.wikipedia.org/wiki/Gerald_Ford	https://www.wikidata.org/wiki/Q9582
cpb-aacip-507-6w96689725-transcript.ann	T3	person	180	186	Carter	https://en.wikipedia.org/wiki/Jimmy_Carter	https://www.wikidata.org/wiki/Q23685
cpb-aacip-507-6w96689725-transcript.ann	T4	person	351	355	Ford	https://en.wikipedia.org/wiki/Gerald_Ford	https://www.wikidata.org/wiki/Q9582
cpb-aacip-507-6w96689725-transcript.ann	T5	person	447	453	Carter	https://en.wikipedia.org/wiki/Jimmy_Carter	https://www.wikidata.org/wiki/Q23685
cpb-aacip-507-6w96689725-transcript.ann	T6	organization	495	503	Congress	https://en.wikipedia.org/wiki/United_States_Congress	https://www.wikidata.org/wiki/Q11268
cpb-aacip-507-6w96689725-transcript.ann	T7	organization	595	626	National Organization for Women	https://en.wikipedia.org/wiki/National_Organization_for_Women	https://www.wikidata.org/wiki/Q1967556
cpb-aacip-507-6w96689725-transcript.ann	T8	person	1183	1191	Mr. Ford	https://en.wikipedia.org/wiki/Gerald_Ford	https://www.wikidata.org/wiki/Q9582
cpb-aacip-507-6w96689725-transcript.ann	T9	person	1262	1273	GERALD FORD	https://en.wikipedia.org/wiki/Gerald_Ford	https://www.wikidata.org/wiki/Q9582
cpb-aacip-507-6w96689725-transcript.ann	T10	person	1416	1431	Governor Carter	https://en.wikipedia.org/wiki/Jimmy_Carter	https://www.wikidata.org/wiki/Q23685
cpb-aacip-507-6w96689725-transcript.ann	T11	person	1785	1792	MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-6w96689725-transcript.ann	T12	person	1934	1946	Jimmy Carter	https://en.wikipedia.org/wiki/Jimmy_Carter	https://www.wikidata.org/wiki/Q23685
cpb-aacip-507-6w96689725-transcript.ann	T13	person	2168	2178	Mr. Carter	https://en.wikipedia.org/wiki/Jimmy_Carter	https://www.wikidata.org/wiki/Q23685
cpb-aacip-507-6w96689725-transcript.ann	T14	location	2285	2307	Scranton, Pennsylvania	https://en.wikipedia.org/wiki/Scranton,_Pennsylvania	https://www.wikidata.org/wiki/Q271395
cpb-aacip-507-6w96689725-transcript.ann	T15	person	2390	2400	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-6w96689725-transcript.ann	T16	person	2481	2493	Jimmy Carter	https://en.wikipedia.org/wiki/Jimmy_Carter	https://www.wikidata.org/wiki/Q23685
cpb-aacip-507-6w96689725-transcript.ann	T17	location	2563	2567	Iowa	https://en.wikipedia.org/wiki/Iowa	https://www.wikidata.org/wiki/Q1546
cpb-aacip-507-6w96689725-transcript.ann	T18	person	2781	2787	Carter	https://en.wikipedia.org/wiki/Jimmy_Carter	https://www.wikidata.org/wiki/Q23685
cpb-aacip-507-6w96689725-transcript.ann	T19	person	2839	2845	Carter	https://en.wikipedia.org/wiki/Jimmy_Carter	https://www.wikidata.org/wiki/Q23685
