guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-154dn40c26-transcript.ann	T1	person	7	21	ROBERT MacNEIL	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
cpb-aacip-507-154dn40c26-transcript.ann	T2	location	6011	6015	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-154dn40c26-transcript.ann	T3	person	5897	5949	Health and Human Services Secretary Margaret Heckler	https://en.wikipedia.org/wiki/Margaret_Heckler	https://www.wikidata.org/wiki/Q457633
cpb-aacip-507-154dn40c26-transcript.ann	T4	organization	5767	5794	Hoffman-LaRoche Corporation	https://en.wikipedia.org/wiki/Roche	https://www.wikidata.org/wiki/Q212646
cpb-aacip-507-154dn40c26-transcript.ann	T5	organization	5681	5684	FDA	https://en.wikipedia.org/wiki/Food_and_Drug_Administration	https://www.wikidata.org/wiki/Q204711
cpb-aacip-507-154dn40c26-transcript.ann	T6	organization	5525	5553	Food and Drug Administration	https://en.wikipedia.org/wiki/Food_and_Drug_Administration	https://www.wikidata.org/wiki/Q204711
cpb-aacip-507-154dn40c26-transcript.ann	T7	person	5511	5519	WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-154dn40c26-transcript.ann	T8	organization	76	82	Moscow	https://en.wikipedia.org/wiki/Russian_Soviet_Federative_Socialist_Republic	https://www.wikidata.org/wiki/Q2184
cpb-aacip-507-154dn40c26-transcript.ann	T9	organization	141	167	Farm Credit Administration	https://en.wikipedia.org/wiki/Farm_Credit_Administration	https://www.wikidata.org/wiki/Q5435482
cpb-aacip-507-154dn40c26-transcript.ann	T10	location	224	236	South Africa	https://en.wikipedia.org/wiki/South_Africa	https://www.wikidata.org/wiki/Q258
cpb-aacip-507-154dn40c26-transcript.ann	T11	organization	273	287	Delta Airlines	https://en.wikipedia.org/wiki/Delta_Air_Lines	https://www.wikidata.org/wiki/Q188920
cpb-aacip-507-154dn40c26-transcript.ann	T12	organization	301	304	FAA	https://en.wikipedia.org/wiki/Federal_Aviation_Administration	https://www.wikidata.org/wiki/Q335357
