index	timestamp	GUID	entity	type	instances	wiki_url	QID
3195	2022-11-22 15:09:20	cpb-aacip-507-zw18k75z4h-transcript.ann	Mr. LOEB	person	8	https://en.wikipedia.org/wiki/Marshall_Loeb	https://www.wikidata.org/wiki/Q6773687
3196	2022-11-22 15:09:23	cpb-aacip-507-zw18k75z4h-transcript.ann	MacNEIL	person	24	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
3197	2022-11-22 15:09:25	cpb-aacip-507-zw18k75z4h-transcript.ann	New England	location	2	https://en.wikipedia.org/wiki/New_England	https://www.wikidata.org/wiki/Q18389
3198	2022-11-22 15:09:34	cpb-aacip-507-zw18k75z4h-transcript.ann	New York	location	2	https://en.wikipedia.org/wiki/New_York_City	https://www.wikidata.org/wiki/Q60
3199	2022-11-22 15:09:37	cpb-aacip-507-zw18k75z4h-transcript.ann	New Jersey	location	1	https://en.wikipedia.org/wiki/New_Jersey	https://www.wikidata.org/wiki/Q1408
3200	2022-11-22 15:09:39	cpb-aacip-507-zw18k75z4h-transcript.ann	Robin	person	9	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
3201	2022-11-22 15:09:43	cpb-aacip-507-zw18k75z4h-transcript.ann	MARSHALL LOEB	person	1	https://en.wikipedia.org/wiki/Marshall_Loeb	https://www.wikidata.org/wiki/Q6773687
3202	2022-11-22 15:09:45	cpb-aacip-507-zw18k75z4h-transcript.ann	Mr. Loeb	person	6	https://en.wikipedia.org/wiki/Marshall_Loeb	https://www.wikidata.org/wiki/Q6773687
3203	2022-11-22 15:09:54	cpb-aacip-507-zw18k75z4h-transcript.ann	Money Magazine	publication_title	1	https://en.wikipedia.org/wiki/Money_(magazine)	https://www.wikidata.org/wiki/Q825316
3204	2022-11-22 15:10:00	cpb-aacip-507-zw18k75z4h-transcript.ann	Marshall Loeb	person	1	https://en.wikipedia.org/wiki/Marshall_Loeb	https://www.wikidata.org/wiki/Q6773687
3205	2022-11-22 15:10:03	cpb-aacip-507-zw18k75z4h-transcript.ann	Congress	organization	5	https://en.wikipedia.org/wiki/United_States_Congress	https://www.wikidata.org/wiki/Q11268
3206	2022-11-22 15:10:24	cpb-aacip-507-zw18k75z4h-transcript.ann	Depository Institutions Deregulation and Monetary Control Act of 1980	publication_title	1	https://en.wikipedia.org/wiki/Depository_Institutions_Deregulation_and_Monetary_Control_Act	https://www.wikidata.org/wiki/Q5260790
3207	2022-11-22 15:10:26	cpb-aacip-507-zw18k75z4h-transcript.ann	JIM LEHRER	person	1	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
3208	2022-11-22 15:10:28	cpb-aacip-507-zw18k75z4h-transcript.ann	Jim	person	6	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
