index	timestamp	GUID	entity	type	instances	wiki_url	QID
1511	2022-11-16 20:55:19	cpb-aacip-507-nk3610wp6s-transcript.ann	MR. LEHRER	person	35	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
1512	2022-11-16 20:55:24	cpb-aacip-507-nk3610wp6s-transcript.ann	Jim Lehrer	person	2	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
1513	2022-11-16 20:55:27	cpb-aacip-507-nk3610wp6s-transcript.ann	NewsHour	program_title	2	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
1514	2022-11-16 20:56:02	cpb-aacip-507-nk3610wp6s-transcript.ann	Bosnia mission	organization	3	https://en.wikipedia.org/wiki/United_Nations_Mission_in_Bosnia_and_Herzegovina	https://www.wikidata.org/wiki/Q487377
1515	2022-11-16 20:56:03	cpb-aacip-507-nk3610wp6s-transcript.ann	Elizabeth Farnsworth	person	2	https://en.wikipedia.org/wiki/Elizabeth_Farnsworth	https://www.wikidata.org/wiki/Q5362750
1516	2022-11-16 20:56:15	cpb-aacip-507-nk3610wp6s-transcript.ann	Sen. McCain	person	5	https://en.wikipedia.org/wiki/John_McCain	https://www.wikidata.org/wiki/Q10390
1517	2022-11-16 20:56:17	cpb-aacip-507-nk3610wp6s-transcript.ann	Charlayne Hunter-Gault	person	2	https://en.wikipedia.org/wiki/Charlayne_Hunter-Gault	https://www.wikidata.org/wiki/Q5074602
1518	2022-11-16 20:56:51	cpb-aacip-507-nk3610wp6s-transcript.ann	Dr. Christine Byrd	person	1		
1519	2022-11-16 20:57:03	cpb-aacip-507-nk3610wp6s-transcript.ann	David Gergen	person	2	https://en.wikipedia.org/wiki/David_Gergen	https://www.wikidata.org/wiki/Q3701575
1520	2022-11-16 20:57:14	cpb-aacip-507-nk3610wp6s-transcript.ann	Bill Gates	person	2	https://en.wikipedia.org/wiki/Bill_Gates	https://www.wikidata.org/wiki/Q5284
1521	2022-11-16 20:57:16	cpb-aacip-507-nk3610wp6s-transcript.ann	NEWS SUMMARY	program_title	1		
1522	2022-11-16 20:57:19	cpb-aacip-507-nk3610wp6s-transcript.ann	United States	location	42	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
1523	2022-11-16 20:57:22	cpb-aacip-507-nk3610wp6s-transcript.ann	Republicans	organization	7	https://en.wikipedia.org/wiki/Republican_Party_(United_States)	https://www.wikidata.org/wiki/Q29468
1524	2022-11-16 20:57:23	cpb-aacip-507-nk3610wp6s-transcript.ann	U.S.	location	6	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
1525	2022-11-16 20:57:25	cpb-aacip-507-nk3610wp6s-transcript.ann	Bosnia	location	26	https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina	https://www.wikidata.org/wiki/Q225
1526	2022-11-16 20:57:36	cpb-aacip-507-nk3610wp6s-transcript.ann	Bob Dole	person	1	https://en.wikipedia.org/wiki/Bob_Dole	https://www.wikidata.org/wiki/Q319079
1527	2022-11-16 20:57:39	cpb-aacip-507-nk3610wp6s-transcript.ann	SEN. ROBERT DOLE	person	1	https://en.wikipedia.org/wiki/Bob_Dole	https://www.wikidata.org/wiki/Q319079
1528	2022-11-16 20:57:41	cpb-aacip-507-nk3610wp6s-transcript.ann	News Summary	program_title	2		
1529	2022-11-16 20:57:52	cpb-aacip-507-nk3610wp6s-transcript.ann	Newsmaker	program_title	2		
1530	2022-11-16 20:58:00	cpb-aacip-507-nk3610wp6s-transcript.ann	Sen. John McCain	person	1	https://en.wikipedia.org/wiki/John_McCain	https://www.wikidata.org/wiki/Q10390
1531	2022-11-16 20:58:03	cpb-aacip-507-nk3610wp6s-transcript.ann	Arizona	location	3	https://en.wikipedia.org/wiki/Arizona	https://www.wikidata.org/wiki/Q816
1532	2022-11-16 20:58:13	cpb-aacip-507-nk3610wp6s-transcript.ann	Sen. Dole	person	2	https://en.wikipedia.org/wiki/Bob_Dole	https://www.wikidata.org/wiki/Q319079
1533	2022-11-16 20:58:19	cpb-aacip-507-nk3610wp6s-transcript.ann	Senate	organization	6	https://en.wikipedia.org/wiki/United_States_Senate	https://www.wikidata.org/wiki/Q66096
1534	2022-11-16 20:58:21	cpb-aacip-507-nk3610wp6s-transcript.ann	House	organization	3	https://en.wikipedia.org/wiki/United_States_House_of_Representatives	https://www.wikidata.org/wiki/Q11701
