index	timestamp	GUID	entity	type	instances	wiki_url	QID
1027	2022-11-15 14:14:32	cpb-aacip-507-9882j68s35-transcript.ann	ROBERT MacNEIL	person	1	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
1028	2022-11-15 14:14:47	cpb-aacip-507-9882j68s35-transcript.ann	Brooklyn	location	1	https://en.wikipedia.org/wiki/Brooklyn	https://www.wikidata.org/wiki/Q18419
1029	2022-11-15 14:14:50	cpb-aacip-507-9882j68s35-transcript.ann	Jim	person	3	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
1030	2022-11-15 14:14:52	cpb-aacip-507-9882j68s35-transcript.ann	JIM LEHRER	person	1	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
1031	2022-11-15 14:14:54	cpb-aacip-507-9882j68s35-transcript.ann	Robin	person	3	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
1032	2022-11-15 14:15:11	cpb-aacip-507-9882j68s35-transcript.ann	Ohio State University	organization	1	https://en.wikipedia.org/wiki/Ohio_State_University	https://www.wikidata.org/wiki/Q309331
1033	2022-11-15 14:15:30	cpb-aacip-507-9882j68s35-transcript.ann	Dr. James Scanlon	person	1		
1034	2022-11-15 14:16:07	cpb-aacip-507-9882j68s35-transcript.ann	University of Illinois	organization	2	https://en.wikipedia.org/wiki/University_of_Illinois_System	https://www.wikidata.org/wiki/Q1145814
1035	2022-11-15 14:16:09	cpb-aacip-507-9882j68s35-transcript.ann	Dr. Scanlon	person	5		
1036	2022-11-15 14:16:12	cpb-aacip-507-9882j68s35-transcript.ann	Dr. JAMES SCANLON	person	1		
1037	2022-11-15 14:16:15	cpb-aacip-507-9882j68s35-transcript.ann	LEHRER	person	19	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
1038	2022-11-15 14:16:19	cpb-aacip-507-9882j68s35-transcript.ann	SCANLON	person	10		
1039	2022-11-15 14:17:27	cpb-aacip-507-9882j68s35-transcript.ann	NCT	organization	1	https://en.wikipedia.org/wiki/National_Curriculum_assessment	https://www.wikidata.org/wiki/Q6972030
1040	2022-11-15 14:20:41	cpb-aacip-507-9882j68s35-transcript.ann	Mayor Daly	person	1	https://en.wikipedia.org/wiki/Richard_J._Daley	https://www.wikidata.org/wiki/Q295267
1041	2022-11-15 14:20:45	cpb-aacip-507-9882j68s35-transcript.ann	mayor Daly	person	1	https://en.wikipedia.org/wiki/Richard_J._Daley	https://www.wikidata.org/wiki/Q295267
1042	2022-11-15 14:20:50	cpb-aacip-507-9882j68s35-transcript.ann	SCALON	person	1		
1043	2022-11-15 14:21:47	cpb-aacip-507-9882j68s35-transcript.ann	Berkeley	organization	4	https://en.wikipedia.org/wiki/University_of_California,_Berkeley	https://www.wikidata.org/wiki/Q168756
1044	2022-11-15 14:22:02	cpb-aacip-507-9882j68s35-transcript.ann	Texas	organization	1	https://en.wikipedia.org/wiki/Texas	https://www.wikidata.org/wiki/Q1439
1045	2022-11-15 14:22:17	cpb-aacip-507-9882j68s35-transcript.ann	Harvard	organization	1	https://en.wikipedia.org/wiki/Harvard_University	https://www.wikidata.org/wiki/Q13371
1046	2022-11-15 14:22:31	cpb-aacip-507-9882j68s35-transcript.ann	Cornell	organization	1	https://en.wikipedia.org/wiki/Cornell_University	https://www.wikidata.org/wiki/Q49115
1047	2022-11-15 14:22:39	cpb-aacip-507-9882j68s35-transcript.ann	MacNEIL	person	15	https://en.wikipedia.org/wiki/Robert_MacNeil	https://www.wikidata.org/wiki/Q573648
1048	2022-11-15 14:23:16	cpb-aacip-507-9882j68s35-transcript.ann	Dr. Jasper Neel	person	1		
1049	2022-11-15 14:23:31	cpb-aacip-507-9882j68s35-transcript.ann	Modern Language Association	organization	1	https://en.wikipedia.org/wiki/Modern_Language_Association	https://www.wikidata.org/wiki/Q1506059
1050	2022-11-15 14:23:41	cpb-aacip-507-9882j68s35-transcript.ann	New York	location	1	https://en.wikipedia.org/wiki/New_York_City	https://www.wikidata.org/wiki/Q60
1051	2022-11-15 14:23:58	cpb-aacip-507-9882j68s35-transcript.ann	University of Tennessee	organization	1	https://en.wikipedia.org/wiki/University_of_Tennessee	https://www.wikidata.org/wiki/Q1150105
1052	2022-11-15 14:24:32	cpb-aacip-507-9882j68s35-transcript.ann	Baylor University	organization	1	https://en.wikipedia.org/wiki/Baylor_University	https://www.wikidata.org/wiki/Q812573
1053	2022-11-15 14:24:37	cpb-aacip-507-9882j68s35-transcript.ann	Dr. Neel	person	3		
1054	2022-11-15 14:24:39	cpb-aacip-507-9882j68s35-transcript.ann	Dr. JASPER NEEL	person	1		
1055	2022-11-15 14:24:42	cpb-aacip-507-9882j68s35-transcript.ann	NEEL	person	10		
1056	2022-11-15 14:24:57	cpb-aacip-507-9882j68s35-transcript.ann	Yale	organization	1	https://en.wikipedia.org/wiki/Yale_University	https://www.wikidata.org/wiki/Q49112
1057	2022-11-15 14:25:09	cpb-aacip-507-9882j68s35-transcript.ann	Cornell University	organization	1	https://en.wikipedia.org/wiki/Cornell_University	https://www.wikidata.org/wiki/Q49115
1058	2022-11-15 14:26:22	cpb-aacip-507-9882j68s35-transcript.ann	Bay Area Writing Project	organization	1	https://en.wikipedia.org/wiki/National_Writing_Project	https://www.wikidata.org/wiki/Q17070927
