guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-cf9j38m509-transcript.ann	T1	person	2	12	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-cf9j38m509-transcript.ann	T2	person	32	42	Jim Lehrer	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-cf9j38m509-transcript.ann	T3	title	51	59	NewsHour	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
cpb-aacip-507-cf9j38m509-transcript.ann	T4	person	172	182	Judd Gregg	https://en.wikipedia.org/wiki/Judd_Gregg	https://www.wikidata.org/wiki/Q553116
cpb-aacip-507-cf9j38m509-transcript.ann	T5	person	187	198	Kent Conrad	https://en.wikipedia.org/wiki/Kent_Conrad	https://www.wikidata.org/wiki/Q553349
cpb-aacip-507-cf9j38m509-transcript.ann	T6	location	243	249	Israel	https://en.wikipedia.org/wiki/Israel	https://www.wikidata.org/wiki/Q801
cpb-aacip-507-cf9j38m509-transcript.ann	T7	person	370	384	John Feinstein	https://en.wikipedia.org/wiki/John_Feinstein	https://www.wikidata.org/wiki/Q6232897
cpb-aacip-507-cf9j38m509-transcript.ann	T8	event	418	428	Super Bowl	https://en.wikipedia.org/wiki/Super_Bowl	https://www.wikidata.org/wiki/Q32096
cpb-aacip-507-cf9j38m509-transcript.ann	T9	title	432	444	NEWS SUMMARY		
cpb-aacip-507-cf9j38m509-transcript.ann	T10	person	446	456	JIM LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-cf9j38m509-transcript.ann	T11	person	458	472	President Bush	https://en.wikipedia.org/wiki/George_W._Bush	https://www.wikidata.org/wiki/Q207
cpb-aacip-507-cf9j38m509-transcript.ann	T12	title	482	493	2006 budget	https://en.wikipedia.org/wiki/2006_United_States_federal_budget	https://www.wikidata.org/wiki/Q4607094
cpb-aacip-507-cf9j38m509-transcript.ann	T13	organization	497	505	Congress	https://en.wikipedia.org/wiki/United_States_Congress	https://www.wikidata.org/wiki/Q11268
cpb-aacip-507-cf9j38m509-transcript.ann	T14	person	856	868	Nancy Pelosi	https://en.wikipedia.org/wiki/Nancy_Pelosi	https://www.wikidata.org/wiki/Q170581
cpb-aacip-507-cf9j38m509-transcript.ann	T15	event	909	913	Iraq	https://en.wikipedia.org/wiki/Iraq	https://www.wikidata.org/wiki/Q796
cpb-aacip-507-cf9j38m509-transcript.ann	T16	title	918	933	Social Security	https://en.wikipedia.org/wiki/Social_Security_(United_States)	https://www.wikidata.org/wiki/Q12184791
cpb-aacip-507-cf9j38m509-transcript.ann	T17	title	1019	1031	News Summary		
